"","FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","NUM_CLUSTERS","N_MONOMERS","FILE_RECYCLE","RANK","V1","Entry.Name","Gene.Names","Gene.Names..primary.","Gene.Names..synonym.","Organism","Organism..ID.","Protein.names","Proteomes","Taxonomic.lineage"
"11","IRAK4_P15105_x1",5,"model_5_multimer_v3_p1_230419_707284_recycled_01",44.35,80.8,0.5089,0.4113,0.0387,106,180,1,2,"IRAK4_P15105_x1_5_model_5_multimer_v3_p1_230419_707284_recycled_01",1,"P15105","GLNA_MOUSE","Glul Glns","Glul","Glns","Mus musculus (Mouse)",10090,"Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Palmitoyltransferase GLUL) (EC 2.3.1.225)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"12","IRAK4_P18572_x1",5,"model_5_multimer_v3_p1_230419_660638_recycled_19",3.02,74.11,0.4638,0.4122,0.2027,76,96,1,2,"IRAK4_P18572_x1_5_model_5_multimer_v3_p1_230419_660638_recycled_19",1,"P18572","BASI_MOUSE","Bsg","Bsg",NA,"Mus musculus (Mouse)",10090,"Basigin (Basic immunoglobulin superfamily) (HT7 antigen) (Membrane glycoprotein gp42) (CD antigen CD147)","UP000000589: Chromosome 10","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"13","IRAK4_P20108_x1",1,"model_1_multimer_v3_p1_230419_912224_recycled_00",9999,72.98,0.5026,0.3364,0.0359,47,48,1,2,"IRAK4_P20108_x1_1_model_1_multimer_v3_p1_230419_912224_recycled_00",1,"P20108","PRDX3_MOUSE","Prdx3 Aop1 Mer5","Prdx3","Aop1 Mer5","Mus musculus (Mouse)",10090,"Thioredoxin-dependent peroxide reductase, mitochondrial (EC 1.11.1.24) (Antioxidant protein 1) (AOP-1) (PRX III) (Perioredoxin-3) (Protein MER5) (Thioredoxin-dependent peroxiredoxin 3)","UP000000589: Chromosome 19","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"14","IRAK4_P22366_x1",4,"model_4_multimer_v3_p1_230407_047901_recycled_14",1.53,74.95,0.4973,0.3457,0.3145,108,123,1,2,"IRAK4_P22366_x1_4_model_4_multimer_v3_p1_230407_047901_recycled_14",1,"P22366","MYD88_MOUSE","Myd88","Myd88",NA,"Mus musculus (Mouse)",10090,"Myeloid differentiation primary response protein MyD88","UP000000589: Chromosome 9","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"15","IRAK4_P23506_x1",2,"model_2_multimer_v3_p1_230419_944378_recycled_19",0.58,81.47,0.5932,0.3927,0.2153,51,53,1,2,"IRAK4_P23506_x1_2_model_2_multimer_v3_p1_230419_944378_recycled_19",1,"P23506","PIMT_MOUSE","Pcmt1","Pcmt1",NA,"Mus musculus (Mouse)",10090,"Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PIMT) (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"16","IRAK4_P28063_x1",1,"model_1_multimer_v3_p1_230419_709674_recycled_19",1.43,72.46,0.5282,0.4349,0.144,59,58,1,2,"IRAK4_P28063_x1_1_model_1_multimer_v3_p1_230419_709674_recycled_19",1,"P28063","PSB8_MOUSE","Psmb8 Lmp7 Mc13","Psmb8","Lmp7 Mc13","Mus musculus (Mouse)",10090,"Proteasome subunit beta type-8 (EC 3.4.25.1) (Low molecular mass protein 7) (Macropain subunit C13) (Multicatalytic endopeptidase complex subunit C13) (Proteasome component C13) (Proteasome subunit beta-5i)","UP000000589: Chromosome 17","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"17","IRAK4_P28352_x1",3,"model_3_multimer_v3_p1_230419_407312_recycled_19",1.54,78.49,0.4905,0.3515,0.0694,59,64,1,2,"IRAK4_P28352_x1_3_model_3_multimer_v3_p1_230419_407312_recycled_19",1,"P28352","APEX1_MOUSE","Apex1 Ape Apex Ref1","Apex1","Ape Apex Ref1","Mus musculus (Mouse)",10090,"DNA-(apurinic or apyrimidinic site) endonuclease (EC 3.1.11.2) (APEX nuclease) (APEN) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1) (REF-1) (Redox factor-1) [Cleaved into: DNA-(apurinic or apyrimidinic site) endonuclease, mitochondrial]","UP000000589: Chromosome 14","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"18","IRAK4_P34884_x1",4,"model_4_multimer_v3_p1_230407_086890_recycled_00",9999,78.29,0.5509,0.3427,0.0281,50,80,1,2,"IRAK4_P34884_x1_4_model_4_multimer_v3_p1_230407_086890_recycled_00",1,"P34884","MIF_MOUSE","Mif","Mif",NA,"Mus musculus (Mouse)",10090,"Macrophage migration inhibitory factor (MIF) (EC 5.3.2.1) (Delayed early response protein 6) (DER6) (Glycosylation-inhibiting factor) (GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase) (EC 5.3.3.12) (Phenylpyruvate tautomerase)","UP000000589: Chromosome 10","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"19","IRAK4_P38060_x1",1,"model_1_multimer_v3_p1_230419_245656_recycled_12",0.95,78.86,0.4837,0.335,0.0659,80,95,1,2,"IRAK4_P38060_x1_1_model_1_multimer_v3_p1_230419_245656_recycled_12",1,"P38060","HMGCL_MOUSE","Hmgcl","Hmgcl",NA,"Mus musculus (Mouse)",10090,"Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)","UP000000589: Chromosome 4","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"20","IRAK4_P47809_x1",1,"model_1_multimer_v3_p1_230419_043605_recycled_00",9999,68.77,0.4423,0.3936,0.0957,136,257,1,2,"IRAK4_P47809_x1_1_model_1_multimer_v3_p1_230419_043605_recycled_00",1,"P47809","MP2K4_MOUSE","Map2k4 Jnkk1 Mek4 Mkk4 Prkmk4 Sek1 Serk1 Skk1","Map2k4","Jnkk1 Mek4 Mkk4 Prkmk4 Sek1 Serk1 Skk1","Mus musculus (Mouse)",10090,"Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4) (EC 2.7.12.2) (C-JUN N-terminal kinase kinase 1) (JNK kinase 1) (JNKK 1) (JNK-activating kinase 1) (MAPK/ERK kinase 4) (MEK 4) (SAPK/ERK kinase 1) (SEK1)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"21","IRAK4_P48024_x1",4,"model_4_multimer_v3_p1_230406_415758_recycled_16",0.95,78.58,0.666,0.5638,0.4611,47,46,1,2,"IRAK4_P48024_x1_4_model_4_multimer_v3_p1_230406_415758_recycled_16",1,"P48024","EIF1_MOUSE","Eif1 Sui1 Sui1-rs1","Eif1","Sui1 Sui1-rs1","Mus musculus (Mouse)",10090,"Eukaryotic translation initiation factor 1 (eIF1) (Protein translation factor SUI1 homolog)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"22","IRAK4_P49722_x1",2,"model_2_multimer_v3_p1_230419_539872_recycled_11",2.29,77.22,0.5356,0.4542,0.1143,80,168,1,2,"IRAK4_P49722_x1_2_model_2_multimer_v3_p1_230419_539872_recycled_11",1,"P49722","PSA2_MOUSE","Psma2 Lmpc3","Psma2","Lmpc3","Mus musculus (Mouse)",10090,"Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3)","UP000000589: Chromosome 13","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"23","IRAK4_P51943_x1",4,"model_4_multimer_v3_p1_230419_908928_recycled_08",6.83,69.53,0.5255,0.4561,0.23,67,66,1,2,"IRAK4_P51943_x1_4_model_4_multimer_v3_p1_230419_908928_recycled_08",1,"P51943","CCNA2_MOUSE","Ccna2 Ccna Cyca Cyca2","Ccna2","Ccna Cyca Cyca2","Mus musculus (Mouse)",10090,"Cyclin-A2 (Cyclin-A)","UP000000589: Chromosome 3","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
