"","FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","NUM_CLUSTERS","N_MONOMERS","FILE_RECYCLE","RANK","V1","Entry.Name","Gene.Names","Gene.Names..primary.","Gene.Names..synonym.","Organism","Organism..ID.","Protein.names","Proteomes","Taxonomic.lineage"
"11","IRAK1_Q62446_x1",3,"model_3_multimer_v3_p1_230420_564084_recycled_01",56,58.94,0.4149,0.4062,0.2007,111,177,1,2,"IRAK1_Q62446_x1_3_model_3_multimer_v3_p1_230420_564084_recycled_01",1,"Q62446","FKBP3_MOUSE","Fkbp3 Fkbp25","Fkbp3","Fkbp25","Mus musculus (Mouse)",10090,"Peptidyl-prolyl cis-trans isomerase FKBP3 (PPIase FKBP3) (EC 5.2.1.8) (25 kDa FK506-binding protein) (25 kDa FKBP) (FKBP-25) (FK506-binding protein 3) (FKBP-3) (Immunophilin FKBP25) (Rapamycin-selective 25 kDa immunophilin) (Rotamase)","UP000000589: Chromosome 12","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"12","IRAK1_Q6NTA4_x1",1,"model_1_multimer_v3_p1_230409_694030_recycled_02",14.14,60.3,0.4125,0.3944,0.284,124,214,1,2,"IRAK1_Q6NTA4_x1_1_model_1_multimer_v3_p1_230409_694030_recycled_02",1,"Q6NTA4","RRAGB_MOUSE","Rragb","Rragb",NA,"Mus musculus (Mouse)",10090,"Ras-related GTP-binding protein B (Rag B) (RagB) (EC 3.6.5.-)","UP000000589: Chromosome X","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"13","IRAK1_Q6VN19_x1",5,"model_5_multimer_v3_p1_230421_176668_recycled_00",9999,59.09,0.3903,0.3652,0.2009,191,277,1,2,"IRAK1_Q6VN19_x1_5_model_5_multimer_v3_p1_230421_176668_recycled_00",1,"Q6VN19","RBP10_MOUSE","Ranbp10 Kiaa1464","Ranbp10","Kiaa1464","Mus musculus (Mouse)",10090,"Ran-binding protein 10 (RanBP10)","UP000000589: Chromosome 8","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"14","IRAK1_Q6ZPF4_x1",4,"model_4_multimer_v3_p1_230420_517083_recycled_04",5.83,58.36,0.3571,0.3746,0.28,176,287,1,2,"IRAK1_Q6ZPF4_x1_4_model_4_multimer_v3_p1_230420_517083_recycled_04",1,"Q6ZPF4","FMNL3_MOUSE","Fmnl3 Frl2 Kiaa2014","Fmnl3","Frl2 Kiaa2014","Mus musculus (Mouse)",10090,"Formin-like protein 3","UP000000589: Chromosome 15","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"15","IRAK1_Q80X95_x1",1,"model_1_multimer_v3_p1_230408_116264_recycled_14",2.45,63.38,0.4043,0.4097,0.2591,106,134,1,2,"IRAK1_Q80X95_x1_1_model_1_multimer_v3_p1_230408_116264_recycled_14",1,"Q80X95","RRAGA_MOUSE","Rraga","Rraga",NA,"Mus musculus (Mouse)",10090,"Ras-related GTP-binding protein A (Rag A) (RagA) (EC 3.6.5.-)","UP000000589: Chromosome 4","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"16","IRAK1_Q80Y83_x1",1,"model_1_multimer_v3_p1_230420_024639_recycled_00",9999,48.19,0.3671,0.2558,0.1372,204,365,1,2,"IRAK1_Q80Y83_x1_1_model_1_multimer_v3_p1_230420_024639_recycled_00",1,"Q80Y83","DIXC1_MOUSE","Dixdc1 Ccd1 Kiaa1735","Dixdc1","Ccd1 Kiaa1735","Mus musculus (Mouse)",10090,"Dixin (Coiled-coil protein DIX1) (Coiled-coil-DIX1) (DIX domain-containing protein 1)","UP000000589: Chromosome 9","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"17","IRAK1_Q80ZM8_x1",4,"model_4_multimer_v3_p1_230420_910229_recycled_00",9999,52.65,0.409,0.3319,0.0647,153,282,1,2,"IRAK1_Q80ZM8_x1_4_model_4_multimer_v3_p1_230420_910229_recycled_00",1,"Q80ZM8","CRLS1_MOUSE","Crls1","Crls1",NA,"Mus musculus (Mouse)",10090,"Cardiolipin synthase (CMP-forming) (CLS) (EC 2.7.8.41)","UP000000589: Chromosome 2","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"18","IRAK1_Q8CFE6_x1",1,"model_1_multimer_v3_p1_230420_634510_recycled_10",4.24,64.53,0.4654,0.2928,0.1385,56,63,1,2,"IRAK1_Q8CFE6_x1_1_model_1_multimer_v3_p1_230420_634510_recycled_10",1,"Q8CFE6","S38A2_MOUSE","Slc38a2 Ata2 Kiaa1382 Sat2 Snat2","Slc38a2","Ata2 Kiaa1382 Sat2 Snat2","Mus musculus (Mouse)",10090,"Sodium-coupled neutral amino acid symporter 2 (Amino acid transporter A2) (Solute carrier family 38 member 2) (System A amino acid transporter 2) (System A transporter 1) (System N amino acid transporter 2)","UP000000589: Chromosome 15","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"19","IRAK1_Q99J93_x1",3,"model_3_multimer_v3_p1_230408_569217_recycled_00",9999,58.63,0.4898,0.4177,0.357,48,55,1,2,"IRAK1_Q99J93_x1_3_model_3_multimer_v3_p1_230408_569217_recycled_00",1,"Q99J93","IFM2_MOUSE","Ifitm2","Ifitm2",NA,"Mus musculus (Mouse)",10090,"Interferon-induced transmembrane protein 2 (Dispanin subfamily A member 2c) (DSPA2c) (Fragilis protein 3)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"20","IRAK1_Q99JG7_x1",4,"model_4_multimer_v3_p1_230408_743364_recycled_13",6.37,47.22,0.3921,0.3414,0.2465,102,135,1,2,"IRAK1_Q99JG7_x1_4_model_4_multimer_v3_p1_230408_743364_recycled_13",1,"Q99JG7","TNIP2_MOUSE","Tnip2 Abin2","Tnip2","Abin2","Mus musculus (Mouse)",10090,"TNFAIP3-interacting protein 2 (A20-binding inhibitor of NF-kappa-B activation 2) (ABIN-2)","UP000000589: Chromosome 5","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"21","IRAK1_Q99L28_x1",3,"model_3_multimer_v3_p1_230420_661135_recycled_01",59.8,58.62,0.4303,0.2654,0.05,119,219,1,2,"IRAK1_Q99L28_x1_3_model_3_multimer_v3_p1_230420_661135_recycled_01",1,"Q99L28","RLP24_MOUSE","Rsl24d1","Rsl24d1",NA,"Mus musculus (Mouse)",10090,"Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1) (Ribosomal protein L24-like)","UP000000589: Chromosome 9","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"22","IRAK1_Q99MD8_x1",4,"model_4_multimer_v3_p1_230420_821533_recycled_12",3.52,44.73,0.3573,0.1764,0.0619,246,414,1,2,"IRAK1_Q99MD8_x1_4_model_4_multimer_v3_p1_230420_821533_recycled_12",1,"Q99MD8","MYNN_MOUSE","Mynn","Mynn",NA,"Mus musculus (Mouse)",10090,"Myoneurin","UP000000589: Chromosome 3","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"23","IRAK1_Q99N32_x1",2,"model_2_multimer_v3_p1_230420_504583_recycled_00",9999,69.37,0.599,0.5531,0.3796,156,216,1,2,"IRAK1_Q99N32_x1_2_model_2_multimer_v3_p1_230420_504583_recycled_00",1,"Q99N32","KLOTB_MOUSE","Klb Betakl","Klb","Betakl","Mus musculus (Mouse)",10090,"Beta-klotho (BKL) (BetaKlotho) (Klotho beta-like protein)","UP000000589: Chromosome 5","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"24","IRAK1_Q9D2Q8_x1",5,"model_5_multimer_v3_p1_230421_309217_recycled_01",56.88,55.11,0.4486,0.3684,0.1091,73,171,1,2,"IRAK1_Q9D2Q8_x1_5_model_5_multimer_v3_p1_230421_309217_recycled_01",1,"Q9D2Q8","S10AE_MOUSE","S100a14 Gm1020 S100a15","S100a14","Gm1020 S100a15","Mus musculus (Mouse)",10090,"Protein S100-A14 (S100 calcium-binding protein A14) (S114)","UP000000589: Chromosome 3","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
