"","FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","NUM_CLUSTERS","N_MONOMERS","FILE_RECYCLE","RANK","V1","Entry.Name","Gene.Names","Gene.Names..primary.","Gene.Names..synonym.","Organism","Organism..ID.","Protein.names","Proteomes","Taxonomic.lineage"
"11","MYD88_O08796_x1",1,"model_1_multimer_v2_p1_230329_788941_recycled_02",14.51,69.62,0.544,0.2898,0.1357,61,77,1,2,"MYD88_O08796_x1_1_model_1_multimer_v2_p1_230329_788941_recycled_02",1,"O08796","EF2K_MOUSE","Eef2k","Eef2k",NA,"Mus musculus (Mouse)",10090,"Eukaryotic elongation factor 2 kinase (eEF-2 kinase) (eEF-2K) (EC 2.7.11.20) (Calcium/calmodulin-dependent eukaryotic elongation factor 2 kinase)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"12","MYD88_O09044_x1",5,"model_5_multimer_v2_p1_230330_350862_recycled_04",1.91,70.54,0.3485,0.5185,0.0342,84,203,2,2,"MYD88_O09044_x1_5_model_5_multimer_v2_p1_230330_350862_recycled_04",1,"O09044","SNP23_MOUSE","Snap23 Sndt","Snap23","Sndt","Mus musculus (Mouse)",10090,"Synaptosomal-associated protein 23 (SNAP-23) (Syndet) (Vesicle-membrane fusion protein SNAP-23)","UP000000589: Chromosome 2","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"13","MYD88_O09110_x1",1,"model_1_multimer_v2_p1_230328_416404_recycled_03",3.39,76.87,0.538,0.3001,0.2048,48,56,1,2,"MYD88_O09110_x1_1_model_1_multimer_v2_p1_230328_416404_recycled_03",1,"O09110","MP2K3_MOUSE","Map2k3 Mkk3 Prkmk3","Map2k3","Mkk3 Prkmk3","Mus musculus (Mouse)",10090,"Dual specificity mitogen-activated protein kinase kinase 3 (MAP kinase kinase 3) (MAPKK 3) (EC 2.7.12.2) (MAPK/ERK kinase 3) (MEK 3)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"14","MYD88_O35316_x1",2,"model_2_multimer_v2_p1_230329_713702_recycled_10",1.78,79.77,0.6452,0.3084,0.1329,54,60,1,2,"MYD88_O35316_x1_2_model_2_multimer_v2_p1_230329_713702_recycled_10",1,"O35316","SC6A6_MOUSE","Slc6a6 Taut","Slc6a6","Taut","Mus musculus (Mouse)",10090,"Sodium- and chloride-dependent taurine transporter (Solute carrier family 6 member 6)","UP000000589: Chromosome 6","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"15","MYD88_O35593_x1",3,"model_3_multimer_v2_p1_230330_134422_recycled_08",2.92,73.66,0.5329,0.4264,0.3353,76,82,1,2,"MYD88_O35593_x1_3_model_3_multimer_v2_p1_230330_134422_recycled_08",1,"O35593","PSDE_MOUSE","Psmd14 Pad1","Psmd14","Pad1","Mus musculus (Mouse)",10090,"26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (MAD1)","UP000000589: Chromosome 2","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"16","MYD88_O35609_x1",4,"model_4_multimer_v2_p1_230329_572654_recycled_01",74.32,67.7,0.3364,0.171,0.0134,65,88,2,2,"MYD88_O35609_x1_4_model_4_multimer_v2_p1_230329_572654_recycled_01",1,"O35609","SCAM3_MOUSE","Scamp3","Scamp3",NA,"Mus musculus (Mouse)",10090,"Secretory carrier-associated membrane protein 3 (Secretory carrier membrane protein 3)","UP000000589: Chromosome 3","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"17","MYD88_O35654_x1",2,"model_2_multimer_v2_p1_230328_932750_recycled_12",3.01,80.25,0.6689,0.4623,0.2866,46,47,2,2,"MYD88_O35654_x1_2_model_2_multimer_v2_p1_230328_932750_recycled_12",1,"O35654","DPOD2_MOUSE","Pold2","Pold2",NA,"Mus musculus (Mouse)",10090,"DNA polymerase delta subunit 2 (DNA polymerase delta subunit p50)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"18","MYD88_O35658_x1",2,"model_2_multimer_v2_p1_230324_867641_recycled_00",9999,66.5,0.3684,0.2856,0.0072,52,102,2,2,"MYD88_O35658_x1_2_model_2_multimer_v2_p1_230324_867641_recycled_00",1,"O35658","C1QBP_MOUSE","C1qbp Gc1qbp","C1qbp","Gc1qbp","Mus musculus (Mouse)",10090,"Complement component 1 Q subcomponent-binding protein, mitochondrial (GC1q-R protein) (Glycoprotein gC1qBP) (C1qBP)","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"19","MYD88_O35681_x1",4,"model_4_multimer_v2_p1_230330_486730_recycled_05",12.16,62.55,0.2796,0.4011,0.0261,83,122,2,2,"MYD88_O35681_x1_4_model_4_multimer_v2_p1_230330_486730_recycled_05",1,"O35681","SYT3_MOUSE","Syt3","Syt3",NA,"Mus musculus (Mouse)",10090,"Synaptotagmin-3 (Synaptotagmin III) (SytIII)","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"20","MYD88_O35704_x1",1,"model_1_multimer_v2_p1_230328_461062_recycled_00",9999,81.14,0.573,0.1376,0.0055,29,25,1,2,"MYD88_O35704_x1_1_model_1_multimer_v2_p1_230328_461062_recycled_00",1,"O35704","SPTC1_MOUSE","Sptlc1 Lcb1","Sptlc1","Lcb1","Mus musculus (Mouse)",10090,"Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1)","UP000000589: Chromosome 13","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"21","MYD88_O35887_x1",2,"model_2_multimer_v2_p1_230328_871826_recycled_00",9999,65.53,0.4775,0.3218,0.0903,64,75,1,2,"MYD88_O35887_x1_2_model_2_multimer_v2_p1_230328_871826_recycled_00",1,"O35887","CALU_MOUSE","Calu","Calu",NA,"Mus musculus (Mouse)",10090,"Calumenin (Crocalbin)","UP000000589: Chromosome 6","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"22","MYD88_O35900_x1",3,"model_3_multimer_v2_p1_230324_948429_recycled_01",42.77,73.18,0.4656,0.2418,0.0539,27,25,1,2,"MYD88_O35900_x1_3_model_3_multimer_v2_p1_230324_948429_recycled_01",1,"O35900","LSM2_MOUSE","Lsm2 G7b","Lsm2","G7b","Mus musculus (Mouse)",10090,"U6 snRNA-associated Sm-like protein LSm2 (Protein G7b) (snRNP core Sm-like protein Sm-x5)","UP000000589: Chromosome 17","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"23","MYD88_O35942_x1",3,"model_3_multimer_v2_p1_230324_317715",5.37,73.99,0.6484,0.4502,0.3467,49,46,1,2,"MYD88_O35942_x1_3_model_3_multimer_v2_p1_230324_317715",1,"O35942","NEK2_MOUSE","Nek2","Nek2",NA,"Mus musculus (Mouse)",10090,"Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2)","UP000000589: Chromosome 1","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"24","MYD88_O54916_x1",2,"model_2_multimer_v2_p1_230328_656541_recycled_01",93.93,49.56,0.2722,0.4606,0.1344,46,68,1,2,"MYD88_O54916_x1_2_model_2_multimer_v2_p1_230328_656541_recycled_01",1,"O54916","REPS1_MOUSE","Reps1","Reps1",NA,"Mus musculus (Mouse)",10090,"RalBP1-associated Eps domain-containing protein 1 (RalBP1-interacting protein 1)","UP000000589: Chromosome 10","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"25","MYD88_O54962_x1",2,"model_2_multimer_v2_p1_230324_124386_recycled_01",47.53,73.64,0.5019,0.3845,0.1592,36,35,2,2,"MYD88_O54962_x1_2_model_2_multimer_v2_p1_230324_124386_recycled_01",1,"O54962","BAF_MOUSE","Banf1 Baf L2bp1","Banf1","Baf L2bp1","Mus musculus (Mouse)",10090,"Barrier-to-autointegration factor (LAP2-binding protein 1) [Cleaved into: Barrier-to-autointegration factor, N-terminally processed]","UP000000589: Chromosome 19","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
