Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Potential.contaminant,Peptides,Valid.values,Valid.values.60.min,Valid.values.unstim,60.min.stim.FG159.neu,60.min.stim.FG160.neu,60.min.stim.FG161.neu,60.min.stim.FG162.neu,unstim.FG10.neu,unstim.FG11.neu,unstim.FG12.neu,unstim.FG9.neu,ORIGIN,PULLED_PROTEIN,KO
FALSE,1.9921842352406,-0.955174922943115,A2AT37,A2AT37,NA,Upf2,NA,38,8,4,4,16.441499710083,16.9451007843018,16.7061996459961,17.6187992095947,17.9370994567871,17.7171001434326,17.9004001617432,17.9776992797852,60,MYD88,NONE
TRUE,1.36457017716154,-1.74910004933675,A2AWL7,A2AWL7,MAX gene-associated protein,Mga,NA,3,5,2,3,7.60472011566162,8.24030017852783,NA,NA,NA,9.85924053192139,8.98151016235352,10.1740798950195,60,MYD88,NONE
TRUE,4.18691262532232,-3.18179988861084,A2BE28,A2BE28,Ribosomal biogenesis protein LAS1L,Las1l,NA,23,8,4,4,14.0088005065918,13.4535999298096,13.9860000610352,14.1802997589111,16.4564990997314,16.8145008087158,17.7446002960205,17.3402996063232,60,MYD88,NONE
FALSE,0.350738940445564,0.980879783630371,A2BH40,A2BH40,AT-rich interactive domain-containing protein 1A,Arid1a,NA,4,8,4,4,8.00481986999512,12.0010004043579,13.1184997558594,11.8659000396729,10.7966003417969,9.98482036590576,11.1431999206543,9.14208030700684,60,MYD88,NONE
TRUE,4.04264200048694,-1.86945009231567,A2RSY6,A2RSY6,TRMT1-like protein,Trmt1l,NA,23,8,4,4,16.590799331665,16.3115005493164,16.935998916626,16.7535991668701,18.8122005462646,18.0921993255615,18.5366992950439,18.6285991668701,60,MYD88,NONE
TRUE,1.23933664364261,-1.96185278892517,A3KFM7,A3KFM7,Chromodomain-helicase-DNA-binding protein 6,Chd6,NA,14,8,4,4,7.83068943023682,11.1786003112793,9.79850006103516,11.1329002380371,12.0074005126953,11.120400428772,12.2382001876831,12.4221000671387,60,MYD88,NONE
TRUE,1.821661877444,-2.53168320655823,A6H619,A6H619,PHD and RING finger domain-containing protein 1,Phrf1,NA,8,7,3,4,12.2244005203247,12.2115001678467,NA,14.6489000320435,15.3517999649048,15.2902002334595,15.7695999145508,15.828200340271,60,MYD88,NONE
TRUE,3.7094947991258,-3.95861482620239,A6H8H2,A6H8H2,DENN domain-containing protein 4C,Dennd4c,NA,4,8,4,4,9.49919986724854,10.109769821167,11.5655002593994,10.0484704971313,14.256799697876,13.9282999038696,13.9998998641968,14.8724002838135,60,MYD88,NONE
TRUE,2.73261975046218,-2.63917517662048,A6PWY4,A6PWY4,WD repeat-containing protein 76,Wdr76,NA,8,8,4,4,12.9679002761841,14.0113000869751,13.2659997940063,14.7300996780396,15.7890005111694,15.9342002868652,16.9948997497559,16.8138999938965,60,MYD88,NONE
FALSE,0.593857557964116,0.654424667358398,B1AQJ2,B1AQJ2,Ubiquitin carboxyl-terminal hydrolase 36,Usp36,NA,26,8,4,4,16.630199432373,18.3131999969482,16.5639991760254,18.300199508667,17.1895008087158,16.4158000946045,16.8855991363525,16.6989994049072,60,MYD88,NONE
TRUE,6.33146412292251,-2.41567468643188,B1AY10,B1AY10,Transcriptional repressor NF-X1,Nfx1,NA,31,8,4,4,14.4716997146606,14.6563005447388,14.4902000427246,14.7824001312256,16.9979991912842,16.828800201416,17.0361995697021,17.2003002166748,60,MYD88,NONE
TRUE,1.07094790500964,1.58732962608337,B1AY13,B1AY13,Ubiquitin carboxyl-terminal hydrolase 24,Usp24,NA,6,6,4,2,9.99900054931641,12.0901002883911,11.5338001251221,11.631799697876,NA,NA,9.49441051483154,9.95828056335449,60,MYD88,NONE
FALSE,1.55636346503768,-0.948799610137939,B1AZI6,B1AZI6,THO complex subunit 2,Thoc2,NA,32,8,4,4,15.2679996490479,16.4547996520996,16.3537998199463,16.6445007324219,16.9951000213623,16.9344997406006,17.4205989837646,17.1660995483398,60,MYD88,NONE
TRUE,0.90842086494447,-2.03550855318705,B2RQC2,B2RQC2,Ubiquitin carboxyl-terminal hydrolase 42,Usp42,NA,8,7,4,3,9.87460041046143,13.9133996963501,10.1021003723145,11.4807996749878,13.5395002365112,13.369800567627,13.2253999710083,NA,60,MYD88,NONE
FALSE,1.10400419309235,0.738724231719971,B2RQC6;Q8C196,B2RQC6,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,Cad,NA,78,8,4,4,19.2668991088867,20.2155990600586,20.4946994781494,20.596399307251,19.3663997650146,19.5352993011475,19.7693004608154,18.9477005004883,60,MYD88,NONE
TRUE,4.13335172132179,-1.36149978637695,B2RR83,B2RR83,Probable ATP-dependent RNA helicase YTHDC2,Ythdc2,NA,52,8,4,4,17.4200000762939,17.5637989044189,17.8106002807617,17.9727993011475,19.0149993896484,18.9286994934082,19.2537994384766,19.0156993865967,60,MYD88,NONE
TRUE,2.32088338457375,-2.33447027206421,B2RRD7,B2RRD7,NA,Brpf1,NA,6,6,2,4,8.47686004638672,9.34980010986328,NA,NA,11.5073003768921,10.7550001144409,11.6695003509521,11.0594005584717,60,MYD88,NONE
TRUE,3.82580014343989,-2.32477426528931,B2RRE7,B2RRE7,OTU domain-containing protein 4,Otud4,NA,33,8,4,4,16.6520004272461,17.0932006835938,16.3624000549316,16.463399887085,19.2458992004395,18.3059997558594,19.2071990966797,19.1110000610352,60,MYD88,NONE
FALSE,0.592649835265118,1.26134490966797,B2RWS6;P45481,B2RWS6;P45481,Histone acetyltransferase p300;CREB-binding protein,Ep300;Crebbp,NA,4,4,2,2,NA,NA,8.57960033416748,9.97023010253906,7.61843013763428,8.40871047973633,NA,NA,60,MYD88,NONE
FALSE,0.488345122175407,1.14256477355957,B2RX14,B2RX14,Terminal uridylyltransferase 4,Zcchc11,NA,16,8,4,4,13.4923000335693,14.2381000518799,13.4906997680664,14.1633996963501,14.486499786377,13.3741998672485,9.67664051055908,13.2769002914429,60,MYD88,NONE
TRUE,5.03412448698548,2.78325009346008,B2RXR6,B2RXR6,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,Ankrd44,NA,15,8,4,4,15.5928001403809,15.6240005493164,15.145299911499,15.9170999526978,12.953200340271,13.0341997146606,12.4980001449585,12.6607999801636,60,MYD88,NONE
FALSE,0.323285999322469,-0.246250152587891,B2RY56,B2RY56,RNA-binding protein 25,Rbm25,NA,19,8,4,4,17.048999786377,18.040599822998,17.0165004730225,18.0823993682861,17.8407001495361,17.4310989379883,18.0247001647949,17.8770008087158,60,MYD88,NONE
FALSE,0.720941571657946,0.708025217056274,B7ZNG0,B7ZNG0,Kinesin-like protein KIF7,Kif7,NA,3,8,4,4,10.2838001251221,12.3703002929688,12.0116004943848,11.0362997055054,10.4998998641968,10.8002996444702,10.8235998153687,10.7461004257202,60,MYD88,NONE
FALSE,0.142471601428775,0.201499700546265,B7ZNG4,B7ZNG4,Tastin,Troap,NA,8,8,4,4,14.6549997329712,15.9507999420166,14.2298002243042,15.3597002029419,13.7817001342773,15.0347003936768,14.9982004165649,15.5747003555298,60,MYD88,NONE
FALSE,0,NA,B8ZXI1,B8ZXI1,Queuine tRNA-ribosyltransferase subunit QTRTD1,Qtrtd1,NA,2,4,4,0,11.5032997131348,12.5537996292114,11.9551000595093,12.4257001876831,NA,NA,NA,NA,60,MYD88,NONE
TRUE,2.99683861804628,2.5251247882843,B9EJ86;Q9ER64,B9EJ86,Oxysterol-binding protein,Osbpl8,NA,24,8,4,4,17.7290992736816,18.8358993530273,17.818000793457,18.7105007171631,15.1141004562378,15.6891002655029,15.5930004119873,16.5967998504639,60,MYD88,NONE
TRUE,2.51498149857439,-1.85677528381348,C0HKD9;C0HKD8,C0HKD9;C0HKD8,NA,NA,NA,6,8,4,4,14.9288997650146,16.1238994598389,14.5207996368408,15.6905002593994,17.4872989654541,16.8178997039795,17.1298007965088,17.2562007904053,60,MYD88,NONE
TRUE,1.05550608128719,-1.80571643511454,C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8CGP5;Q8BFU2;Q8R1M2,C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8CGP5;Q8BFU2;Q8R1M2,Histone H2A type 1-H;Histone H2A type 1-F;Histone H2A type 3;Histone H2A.J,Hist1h2ah;Hist1h2af;Hist3h2a;H2afj,NA,8,7,4,3,10.8712997436523,12.3393001556396,11.0321998596191,13.2286005020142,NA,12.4759998321533,14.6773996353149,13.8673000335693,60,MYD88,NONE
FALSE,0,NA,CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229,CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229,NA,NA,+,6,4,4,0,13.2061996459961,14.2385997772217,13.8262996673584,13.8636999130249,NA,NA,NA,NA,60,MYD88,NONE
FALSE,0.0441103322463091,0.157566706339518,CON__ENSEMBL:ENSBTAP00000031360,CON__ENSEMBL:ENSBTAP00000031360,NA,NA,+,2,6,3,3,10.3112001419067,NA,11.7978000640869,13.9996004104614,12.8492002487183,NA,10.8362998962402,11.950400352478,60,MYD88,NONE
FALSE,0,NA,CON__P00735;P19221,CON__P00735,NA,NA,+,3,4,4,0,12.7504005432129,13.8199005126953,15.3397998809814,13.7160997390747,NA,NA,NA,NA,60,MYD88,NONE
FALSE,0,4.29532480239868,CON__P00761,CON__P00761,NA,NA,+,5,5,4,1,19.2099990844727,20.7012004852295,18.5737991333008,19.7327003479004,NA,NA,NA,15.2590999603271,60,MYD88,NONE
TRUE,3.08899533935339,1.92419981956482,CON__P01966,CON__P01966,NA,NA,+,4,8,4,4,17.0687999725342,17.3407001495361,16.7420997619629,17.4554004669189,14.9397001266479,15.3564004898071,14.6976003646851,15.9165000915527,60,MYD88,NONE
FALSE,0.525821066440841,-0.895199775695801,CON__P02533;CON__Q61782,CON__P02533,NA,NA,+,49,8,4,4,18.06130027771,20.2670993804932,18.0865993499756,20.1228008270264,20.7924995422363,18.7572994232178,20.8171005249023,19.7516994476318,60,MYD88,NONE
FALSE,0.492909456016758,-1.29402494430542,CON__P02538;CON__H-INV:HIT000016045;CON__REFSEQ:XP_932229,CON__P02538,NA,NA,+,64,8,4,4,14.8494997024536,17.0090999603271,12.6963005065918,15.9545001983643,17.0235996246338,14.2009000778198,16.7849006652832,17.6760997772217,60,MYD88,NONE
FALSE,0,0.276025295257568,CON__P02662,CON__P02662,NA,NA,+,4,5,4,1,13.3643999099731,16.3369007110596,15.4217004776001,16.5174999237061,NA,NA,15.1340999603271,NA,60,MYD88,NONE
FALSE,0.079604883544277,0.380625247955322,CON__P02768-1,CON__P02768-1,NA,NA,+,37,8,4,4,15.3881998062134,17.2502994537354,15.7295999526978,17.3166007995605,15.4275999069214,12.8427000045776,20.6607990264893,15.2311000823975,60,MYD88,NONE
FALSE,0.140173705952954,0.128324508666992,CON__P02769,CON__P02769,NA,NA,+,48,8,4,4,19.757999420166,19.2042999267578,19.5977993011475,20.0573997497559,19.5690002441406,18.6732006072998,19.8680000305176,19.9939994812012,60,MYD88,NONE
FALSE,0.518043848647993,-0.660574436187744,CON__P04259,CON__P04259,NA,NA,+,65,8,4,4,21.7674007415771,22.5673007965088,21.4482002258301,23.4727001190186,23.2959003448486,21.8708992004395,23.5254993438721,23.2056007385254,60,MYD88,NONE
FALSE,0.779009953408969,-0.901849746704102,CON__P04264,CON__P04264,NA,NA,+,68,8,4,4,23.8391990661621,25.7184009552002,24.4377002716064,25.7159004211426,25.9284000396729,24.925199508667,26.4680995941162,25.9969005584717,60,MYD88,NONE
FALSE,0,6.29717540740967,CON__P06868,CON__P06868,NA,NA,+,15,5,4,1,17.4430999755859,18.3668994903564,17.8955001831055,18.6396007537842,NA,NA,NA,11.7890996932983,60,MYD88,NONE
TRUE,2.16688896072698,-4.90245008468628,CON__P08727,CON__P08727,NA,NA,+,16,4,2,2,11.4188003540039,11.9625997543335,NA,NA,NA,NA,16.8955001831055,16.2908000946045,60,MYD88,NONE
TRUE,1.34672836112102,-1.89612531661987,CON__P08779,CON__P08779,NA,NA,+,51,8,4,4,20.112699508667,22.4986991882324,19.8978996276855,22.1658992767334,23.6182994842529,22.1940002441406,23.5069999694824,22.9403991699219,60,MYD88,NONE
FALSE,0,NA,CON__P12035,CON__P12035,NA,NA,+,23,4,0,4,NA,NA,NA,NA,13.4505996704102,11.3133001327515,13.1843004226685,17.4706001281738,60,MYD88,NONE
TRUE,1.43046887057387,2.57292437553406,CON__P12763,CON__P12763,NA,NA,+,7,6,4,2,16.1931991577148,17.7950000762939,15.3993997573853,16.113899230957,13.2259998321533,14.3789005279541,NA,NA,60,MYD88,NONE
FALSE,0.616683128361968,-0.681075572967529,CON__P13645;CON__Q2M2I5;CON__P05784;P05784;A1L317,CON__P13645,NA,NA,+,46,8,4,4,23.7665004730225,25.1891994476318,23.5764007568359,25.0156993865967,25.3929004669189,24.1513004302979,25.1422004699707,25.5857009887695,60,MYD88,NONE
TRUE,2.13451775365074,-4.51987433433533,CON__P13646-1,CON__P13646-1,NA,NA,+,23,8,4,4,13.5130004882813,14.6422004699707,12.9666004180908,14.0299997329712,17.5161991119385,15.62619972229,20.306999206543,19.7819004058838,60,MYD88,NONE
FALSE,1.08984988746338,-1.36240005493164,CON__P13647,CON__P13647,NA,NA,+,60,8,4,4,18.7901992797852,20.7775001525879,19.0860004425049,20.8367004394531,21.5781993865967,20.190299987793,21.8012008666992,21.3703002929688,60,MYD88,NONE
FALSE,0.499284889202636,0.755500793457031,CON__P15636,CON__P15636,NA,NA,+,15,8,4,4,25.0342998504639,26.2667007446289,24.0319004058838,26.8819007873535,24.282299041748,24.6210994720459,24.7271995544434,25.5622005462646,60,MYD88,NONE
FALSE,0,-4.1661741733551,CON__P19013,CON__P19013,NA,NA,+,27,5,1,4,13.0390005111694,NA,NA,NA,16.6203994750977,12.4182004928589,20.631799697876,19.1502990722656,60,MYD88,NONE
FALSE,0.75882802975431,1.63607215881348,CON__P20930,CON__P20930,NA,NA,+,23,5,3,2,7.48765087127686,NA,7.20280933380127,8.60117053985596,5.13495922088623,7.12065029144287,NA,NA,60,MYD88,NONE
FALSE,0.717338749700056,-0.932475566864014,CON__P35527,CON__P35527,NA,NA,+,46,8,4,4,23.1923999786377,25.3983993530273,23.5674991607666,24.5606994628906,25.4445991516113,24.2831001281738,26.0393009185791,24.6819000244141,60,MYD88,NONE
FALSE,0.644493536309042,-0.613749980926514,CON__P35908;Q6IFZ9,CON__P35908,NA,NA,+,58,8,4,4,21.8174991607666,23.3227996826172,22.1898994445801,23.3460998535156,23.7201995849609,22.656099319458,23.2192993164063,23.5356998443604,60,MYD88,NONE
FALSE,0,2.80456495285034,CON__P41361,CON__P41361,NA,NA,+,3,5,4,1,12.2543001174927,13.1890001296997,12.9130001068115,12.4876003265381,NA,9.90641021728516,NA,NA,60,MYD88,NONE
FALSE,0.0945354096838344,-0.220933516820271,CON__P48668,CON__P48668,NA,NA,+,64,7,3,4,15.7641000747681,18.2080001831055,NA,17.1504993438721,17.8624992370605,15.7428998947144,17.5785007476807,17.8633003234863,60,MYD88,NONE
TRUE,0.910414746461163,-2.42372481028239,CON__Q01546,CON__Q01546,NA,NA,+,17,7,4,3,9.42720031738281,11.7838001251221,11.3234004974365,12.603099822998,13.8509998321533,11.4944000244141,NA,15.7789001464844,60,MYD88,NONE
FALSE,0.0338834341307536,-0.0895252227783203,CON__Q04695;CON__Q8N1A0;Q8CCX5,CON__Q04695,NA,NA,+,48,8,4,4,15.0783996582031,18.3246994018555,14.7677001953125,16.3945999145508,17.2323989868164,15.6617002487183,16.6056003570557,15.4238004684448,60,MYD88,NONE
TRUE,1.74187539620171,1.45352506637573,CON__Q1RMK2,CON__Q1RMK2,NA,NA,+,10,8,4,4,17.3775005340576,19.354700088501,18.3892993927002,18.3980007171631,17.1973991394043,17.2817001342773,16.3980007171631,16.8283004760742,60,MYD88,NONE
TRUE,3.00257990034827,1.56152534484863,CON__Q28107,CON__Q28107,NA,NA,+,24,8,4,4,15.6506004333496,16.850700378418,16.331600189209,16.5396003723145,14.7430000305176,14.9486999511719,14.6519002914429,14.7827997207642,60,MYD88,NONE
FALSE,0,6.07205057144165,CON__Q2KJF1,CON__Q2KJF1,NA,NA,+,12,5,4,1,18.7061004638672,18.3430004119873,19.2061996459961,17.9841003417969,NA,NA,NA,12.4877996444702,60,MYD88,NONE
TRUE,2.08716397275956,1.64582490921021,CON__Q2UVX4,CON__Q2UVX4,NA,NA,+,10,8,4,4,12.3583002090454,13.3669996261597,13.1021003723145,12.9553003311157,10.7455005645752,11.378999710083,12.3078002929688,10.7671003341675,60,MYD88,NONE
TRUE,3.11959840641496,2.0003995895385698,CON__Q3SX09,CON__Q3SX09,NA,NA,+,4,8,4,4,16.3831005096436,17.3827991485596,16.7078990936279,16.2033996582031,14.3431997299194,15.0131998062134,14.3564004898071,14.9628000259399,60,MYD88,NONE
TRUE,4.23755389304872,3.62095022201538,CON__Q3SX14,CON__Q3SX14,NA,NA,+,25,8,4,4,19.2919006347656,20.5247993469238,20.114200592041,20.4540004730225,16.576099395752,16.4920997619629,15.8703002929688,16.9626007080078,60,MYD88,NONE
TRUE,3.58614382159404,1.89887571334839,CON__Q3ZBS7;P29788,CON__Q3ZBS7,NA,NA,+,8,8,4,4,18.1870994567871,19.2968997955322,18.619800567627,18.8521003723145,16.6424999237061,16.9445991516113,16.7435989379883,17.0296993255615,60,MYD88,NONE
FALSE,0.600703857840563,0.602575063705444,CON__Q5D862;Q2VIS4,CON__Q5D862,NA,NA,+,24,8,4,4,14.1454000473022,15.7972002029419,14.4891004562378,15.4879999160767,14.8032999038696,13.6072998046875,14.5592002868652,14.5396003723145,60,MYD88,NONE
TRUE,1.12075352238699,-1.42954993247986,CON__Q6IME9;Q6IME9;CON__Q14CN4-1,CON__Q6IME9;Q6IME9;CON__Q14CN4-1,"Keratin, type II cytoskeletal 72",Krt72,+,9,8,4,4,15.833399772644,18.1415996551514,16.2954998016357,17.8752002716064,18.8003997802734,17.4575996398926,18.972900390625,18.632999420166,60,MYD88,NONE
FALSE,1.37564729459532,-1.22694993019104,CON__Q6KB66-1;CON__Q0VBK2;Q0VBK2,CON__Q6KB66-1,NA,NA,+,25,8,4,4,14.1237001419067,14.0211000442505,12.9565000534058,14.9170999526978,15.4607000350952,14.4672002792358,15.5209999084473,15.4772996902466,60,MYD88,NONE
TRUE,1.67145975943526,-1.58375120162964,CON__Q8N1N4-2;CON__Q7RTT2,CON__Q8N1N4-2;CON__Q7RTT2,NA,NA,+,28,8,4,4,16.2724990844727,17.4937992095947,16.4655990600586,17.8990993499756,18.8267002105713,17.6550006866455,19.1201000213623,18.864200592041,60,MYD88,NONE
FALSE,0.929394250609552,-1.50127530097961,CON__Q7Z794,CON__Q7Z794,NA,NA,+,30,8,4,4,13.730299949646,16.3889007568359,16.0543003082275,17.0459995269775,17.1907005310059,16.2593002319336,18.0874004364014,17.6872005462646,60,MYD88,NONE
FALSE,0.527982469213449,-0.630249977111816,CON__Q86YZ3,CON__Q86YZ3,NA,NA,+,50,8,4,4,15.2446002960205,16.1205997467041,15.3568000793457,16.8031005859375,17.1408996582031,15.8192005157471,17.3118000030518,15.7742004394531,60,MYD88,NONE
FALSE,0.0795645508793522,-0.354774713516235,CON__Q9C075;CON__Q99PS0;Q99PS0,CON__Q9C075,NA,NA,+,15,6,4,2,9.85050010681152,14.548999786377,12.1858005523682,13.3802003860474,NA,12.1036996841431,13.5886001586914,NA,60,MYD88,NONE
TRUE,4.84017623595097,-6.15648007392883,CON__Q9TRI1,CON__Q9TRI1,NA,NA,+,2,6,2,4,7.94441032409668,NA,7.91757965087891,NA,14.168999671936,13.6501998901367,14.101300239563,14.4294004440308,60,MYD88,NONE
FALSE,0.995235441480435,0.78985071182251,CON__Q9U6Y5,CON__Q9U6Y5,NA,NA,+,8,8,4,4,22.4647998809814,23.7816009521484,22.8213005065918,24.0697994232178,22.3400993347168,22.4883003234863,22.2493991851807,22.9002990722656,60,MYD88,NONE
FALSE,0,NA,CON__Streptavidin,CON__Streptavidin,NA,NA,+,1,4,4,0,16.5954990386963,19.06130027771,16.3743991851807,17.3976001739502,NA,NA,NA,NA,60,MYD88,NONE
TRUE,2.59432709128608,-2.0378749370575,D3YXK1,D3YXK1,Atherin,Samd1,NA,4,8,4,4,11.4607000350952,12.9253997802734,11.4558000564575,12.7250003814697,14.4913997650146,14.057900428772,14.1324996948242,14.036600112915,60,MYD88,NONE
