"FILE","MODEL","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","FILE_MODEL","NUM_CLUSTERS","N_MONOMERS","ORIGIN","FILE_N","RANK","inv.RANK","VIS"
"MYD88_O35593_x1",4,1.42,71.79,0.4392,0.293,0.132,67,76,"MYD88_O35593_x1_x2_model_4",1,2,"MYD88","MYD88_O35593_x1_2",1,5,NA
"MYD88_O35593_x1",5,2.45,71.04,0.3813,0.2396,0.033,39,29,"MYD88_O35593_x1_x2_model_5",1,2,"MYD88","MYD88_O35593_x1_2",3,3,NA
"MYD88_O35609_x1",1,2.37,70.35,0.3423,0,0,0,0,"MYD88_O35609_x1_x2_model_1",2,2,"MYD88","MYD88_O35609_x1_2",5,1,"none"
"MYD88_O35609_x1",2,3.59,69.33,0.3476,0.0031,0,3,2,"MYD88_O35609_x1_x2_model_2",2,2,"MYD88","MYD88_O35609_x1_2",5,1,"none"
"MYD88_O35609_x1",3,10.94,68.09,0.3273,0,0,0,0,"MYD88_O35609_x1_x2_model_3",2,2,"MYD88","MYD88_O35609_x1_2",5,1,"none"
"MYD88_O35609_x1",4,1.79,69.13,0.3363,0.0014,0,2,1,"MYD88_O35609_x1_x2_model_4",2,2,"MYD88","MYD88_O35609_x1_2",5,1,"none"
"MYD88_O35609_x1",5,6.76,67.28,0.3328,0,0,0,0,"MYD88_O35609_x1_x2_model_5",2,2,"MYD88","MYD88_O35609_x1_2",5,1,"none"
"MYD88_O35654_x1",1,0.23,83.22,0.6993,0.4843,0.238,52,51,"MYD88_O35654_x1_x2_model_1",1,2,"MYD88","MYD88_O35654_x1_2",1,5,NA
"MYD88_O35654_x1",2,0.76,78.33,0.5937,0.0311,7e-04,10,8,"MYD88_O35654_x1_x2_model_2",2,2,"MYD88","MYD88_O35654_x1_2",5,1,NA
"MYD88_O35654_x1",3,0.77,79.76,0.645,0.4413,0.2316,44,45,"MYD88_O35654_x1_x2_model_3",1,2,"MYD88","MYD88_O35654_x1_2",2,4,NA
"MYD88_O35654_x1",4,0.32,80.86,0.6612,0.3945,0.166,35,38,"MYD88_O35654_x1_x2_model_4",1,2,"MYD88","MYD88_O35654_x1_2",4,2,NA
"MYD88_O35654_x1",5,0.42,78.43,0.6403,0.4256,0.2232,37,41,"MYD88_O35654_x1_x2_model_5",1,2,"MYD88","MYD88_O35654_x1_2",3,3,NA
"MYD88_O35658_x1",1,5.4,70.57,0.3717,0,0,0,0,"MYD88_O35658_x1_x2_model_1",2,2,"MYD88","MYD88_O35658_x1_2",5,1,"none"
"MYD88_O35658_x1",2,1.32,69.64,0.3688,0,0,0,0,"MYD88_O35658_x1_x2_model_2",2,2,"MYD88","MYD88_O35658_x1_2",5,1,"none"
"MYD88_O35658_x1",3,5.46,70.75,0.3676,0,0,0,0,"MYD88_O35658_x1_x2_model_3",2,2,"MYD88","MYD88_O35658_x1_2",5,1,"none"
"MYD88_O35658_x1",4,3.67,71.21,0.3678,0,0,0,0,"MYD88_O35658_x1_x2_model_4",2,2,"MYD88","MYD88_O35658_x1_2",5,1,"none"
"MYD88_O35658_x1",5,6.39,70.02,0.3691,0,0,0,0,"MYD88_O35658_x1_x2_model_5",2,2,"MYD88","MYD88_O35658_x1_2",5,1,"none"
"MYD88_O35681_x1",1,3.38,63.36,0.2743,0,0,0,0,"MYD88_O35681_x1_x2_model_1",2,2,"MYD88","MYD88_O35681_x1_2",5,1,"none"
"MYD88_O35681_x1",2,5.19,60.96,0.2839,0.0218,3e-04,10,9,"MYD88_O35681_x1_x2_model_2",2,2,"MYD88","MYD88_O35681_x1_2",2,4,NA
"MYD88_O35681_x1",3,4.77,60.76,0.2659,0,0,0,0,"MYD88_O35681_x1_x2_model_3",2,2,"MYD88","MYD88_O35681_x1_2",5,1,"none"
"MYD88_O35681_x1",4,9.45,63.62,0.2861,0.0014,0,2,1,"MYD88_O35681_x1_x2_model_4",2,2,"MYD88","MYD88_O35681_x1_2",5,1,"none"
"MYD88_O35681_x1",5,5.6,60.33,0.276,0.028,6e-04,12,10,"MYD88_O35681_x1_x2_model_5",2,2,"MYD88","MYD88_O35681_x1_2",1,5,NA
"MYD88_O35704_x1",1,0.97,87.63,0.6028,0.0372,0.0051,14,12,"MYD88_O35704_x1_x2_model_1",1,2,"MYD88","MYD88_O35704_x1_2",1,5,NA
"MYD88_O35704_x1",2,1.11,86.68,0.5665,0,0,0,0,"MYD88_O35704_x1_x2_model_2",2,2,"MYD88","MYD88_O35704_x1_2",5,1,"none"
"MYD88_O35704_x1",3,5.12,87.56,0.5735,0,0,0,0,"MYD88_O35704_x1_x2_model_3",2,2,"MYD88","MYD88_O35704_x1_2",5,1,"none"
"MYD88_O35704_x1",4,0.97,87.93,0.5786,0,0,0,0,"MYD88_O35704_x1_x2_model_4",2,2,"MYD88","MYD88_O35704_x1_2",5,1,"none"
"MYD88_O35704_x1",5,9.68,82.45,0.5709,0.074,0.0018,21,25,"MYD88_O35704_x1_x2_model_5",1,2,"MYD88","MYD88_O35704_x1_2",2,4,NA
"MYD88_O35887_x1",1,2.06,69.27,0.4286,0.21,0.0202,35,25,"MYD88_O35887_x1_x2_model_1",1,2,"MYD88","MYD88_O35887_x1_2",1,5,NA
"MYD88_O35887_x1",2,4.63,69.06,0.4278,0.1291,0.005,25,18,"MYD88_O35887_x1_x2_model_2",1,2,"MYD88","MYD88_O35887_x1_2",4,2,NA
"MYD88_O35887_x1",3,3.45,68.22,0.4333,0.117,0.0044,24,20,"MYD88_O35887_x1_x2_model_3",1,2,"MYD88","MYD88_O35887_x1_2",5,1,NA
"MYD88_O35887_x1",4,4.17,70.08,0.4366,0.1816,0.0089,29,23,"MYD88_O35887_x1_x2_model_4",1,2,"MYD88","MYD88_O35887_x1_2",3,3,NA
"MYD88_O35887_x1",5,5.6,68.9,0.4234,0.336,0.0177,41,52,"MYD88_O35887_x1_x2_model_5",1,2,"MYD88","MYD88_O35887_x1_2",2,4,NA
"MYD88_O35900_x1",1,0.76,74.65,0.4304,0.048,4e-04,16,12,"MYD88_O35900_x1_x2_model_1",1,2,"MYD88","MYD88_O35900_x1_2",5,1,NA
"MYD88_O35900_x1",2,0.86,76.13,0.4317,0.0289,0.0025,18,14,"MYD88_O35900_x1_x2_model_2",1,2,"MYD88","MYD88_O35900_x1_2",1,5,NA
"MYD88_O35900_x1",3,1.16,74.34,0.4285,0.033,9e-04,15,13,"MYD88_O35900_x1_x2_model_3",1,2,"MYD88","MYD88_O35900_x1_2",2,4,NA
"MYD88_O35900_x1",4,1.4,75.98,0.4309,0.0313,7e-04,14,9,"MYD88_O35900_x1_x2_model_4",2,2,"MYD88","MYD88_O35900_x1_2",4,2,NA
"MYD88_O35900_x1",5,1.63,73.9,0.4319,0.0301,7e-04,13,10,"MYD88_O35900_x1_x2_model_5",2,2,"MYD88","MYD88_O35900_x1_2",4,2,NA
"MYD88_O35942_x1",1,2.1,71.04,0.4589,0.3106,0.1305,39,57,"MYD88_O35942_x1_x2_model_1",1,2,"MYD88","MYD88_O35942_x1_2",2,4,NA
"MYD88_O35942_x1",2,1.41,70.31,0.4573,0.1679,0.0453,24,22,"MYD88_O35942_x1_x2_model_2",1,2,"MYD88","MYD88_O35942_x1_2",3,3,NA
"MYD88_O35942_x1",3,5.37,73.99,0.6484,0.4502,0.3467,49,46,"MYD88_O35942_x1_x2_model_3",1,2,"MYD88","MYD88_O35942_x1_2",1,5,NA
"MYD88_O35942_x1",4,1.73,69.86,0.4268,0.0888,0.0052,23,19,"MYD88_O35942_x1_x2_model_4",1,2,"MYD88","MYD88_O35942_x1_2",5,1,NA
"MYD88_O35942_x1",5,6.3,68.7,0.4243,0.1903,0.0205,36,44,"MYD88_O35942_x1_x2_model_5",1,2,"MYD88","MYD88_O35942_x1_2",4,2,NA
"MYD88_O54916_x1",1,22.42,51.81,0.2477,0,0,0,0,"MYD88_O54916_x1_x2_model_1",2,2,"MYD88","MYD88_O54916_x1_2",5,1,"none"
"MYD88_O54916_x1",2,17.54,49.76,0.2537,0.0421,1e-04,13,12,"MYD88_O54916_x1_x2_model_2",1,2,"MYD88","MYD88_O54916_x1_2",3,3,NA
"MYD88_O54916_x1",3,27.26,51.34,0.2441,0.5731,0.0529,71,127,"MYD88_O54916_x1_x2_model_3",1,2,"MYD88","MYD88_O54916_x1_2",1,5,NA
"MYD88_O54916_x1",4,11.57,53.36,0.25,0,0,0,0,"MYD88_O54916_x1_x2_model_4",2,2,"MYD88","MYD88_O54916_x1_2",5,1,"none"
"MYD88_O54916_x1",5,24.89,49.64,0.2573,0.0894,0.0051,32,33,"MYD88_O54916_x1_x2_model_5",1,2,"MYD88","MYD88_O54916_x1_2",2,4,NA
"MYD88_O54957_x1",1,18.45,56.14,0.3308,0,0,0,0,"MYD88_O54957_x1_x2_model_1",2,2,"MYD88","MYD88_O54957_x1_2",5,1,"none"
"MYD88_O54957_x1",2,6.1,56.54,0.3293,0,0,0,0,"MYD88_O54957_x1_x2_model_2",2,2,"MYD88","MYD88_O54957_x1_2",5,1,"none"
"MYD88_O54957_x1",3,15.13,57.33,0.3277,0,0,0,0,"MYD88_O54957_x1_x2_model_3",2,2,"MYD88","MYD88_O54957_x1_2",5,1,"none"
"MYD88_O54957_x1",4,10.98,58.49,0.3278,0,0,0,0,"MYD88_O54957_x1_x2_model_4",2,2,"MYD88","MYD88_O54957_x1_2",5,1,"none"
"MYD88_O54957_x1",5,5.71,56.67,0.3307,0,0,0,0,"MYD88_O54957_x1_x2_model_5",2,2,"MYD88","MYD88_O54957_x1_2",5,1,"none"
"MYD88_O54962_x1",1,1.15,75.79,0.4278,0.0087,1e-04,5,3,"MYD88_O54962_x1_x2_model_1",2,2,"MYD88","MYD88_O54962_x1_2",3,3,NA
"MYD88_O54962_x1",2,1.77,76.37,0.4092,0,0,0,0,"MYD88_O54962_x1_x2_model_2",2,2,"MYD88","MYD88_O54962_x1_2",5,1,"none"
"MYD88_O54962_x1",3,1.92,76.59,0.4624,0.1725,0.0199,24,16,"MYD88_O54962_x1_x2_model_3",1,2,"MYD88","MYD88_O54962_x1_2",1,5,NA
"MYD88_O54962_x1",4,0.99,77.26,0.4104,0,0,0,0,"MYD88_O54962_x1_x2_model_4",2,2,"MYD88","MYD88_O54962_x1_2",5,1,"none"
"MYD88_O54962_x1",5,0.7,75.04,0.4466,0.0626,0.0037,20,13,"MYD88_O54962_x1_x2_model_5",1,2,"MYD88","MYD88_O54962_x1_2",2,4,NA
"MYD88_O54984_x1",1,0.92,74.68,0.5034,0.2335,0.0138,28,28,"MYD88_O54984_x1_x2_model_1",1,2,"MYD88","MYD88_O54984_x1_2",1,5,NA
"MYD88_O54984_x1",2,0.97,73.02,0.4953,0.036,0.001,15,13,"MYD88_O54984_x1_x2_model_2",1,2,"MYD88","MYD88_O54984_x1_2",3,3,NA
"MYD88_O54984_x1",3,0.76,73.53,0.5022,0.045,0.0017,19,14,"MYD88_O54984_x1_x2_model_3",1,2,"MYD88","MYD88_O54984_x1_2",2,4,NA
"MYD88_O54984_x1",4,0.78,73.14,0.482,0.0372,8e-04,15,13,"MYD88_O54984_x1_x2_model_4",1,2,"MYD88","MYD88_O54984_x1_2",4,2,NA
"MYD88_O54984_x1",5,1.12,72.44,0.4822,0.0435,7e-04,14,10,"MYD88_O54984_x1_x2_model_5",2,2,"MYD88","MYD88_O54984_x1_2",5,1,NA
"MYD88_O55222_x1",1,1.46,78.69,0.4319,0.0086,0,6,5,"MYD88_O55222_x1_x2_model_1",2,2,"MYD88","MYD88_O55222_x1_2",5,1,"none"
"MYD88_O55222_x1",2,4.03,79.17,0.4342,0,0,0,0,"MYD88_O55222_x1_x2_model_2",2,2,"MYD88","MYD88_O55222_x1_2",5,1,"none"
"MYD88_O55222_x1",3,1.11,81.66,0.4989,0.0117,2e-04,8,8,"MYD88_O55222_x1_x2_model_3",2,2,"MYD88","MYD88_O55222_x1_2",2,4,NA
"MYD88_O55222_x1",4,0.65,80.13,0.467,0.0165,1e-04,9,8,"MYD88_O55222_x1_x2_model_4",2,2,"MYD88","MYD88_O55222_x1_2",3,3,NA
"MYD88_O55222_x1",5,11.21,79.96,0.4529,0.0369,7e-04,12,14,"MYD88_O55222_x1_x2_model_5",1,2,"MYD88","MYD88_O55222_x1_2",1,5,NA
"MYD88_O70251_x1",1,4.81,71.3,0.3257,0,0,0,0,"MYD88_O70251_x1_x2_model_1",2,2,"MYD88","MYD88_O70251_x1_2",5,1,"none"
"MYD88_O70251_x1",2,7.92,70.7,0.3187,0,0,0,0,"MYD88_O70251_x1_x2_model_2",2,2,"MYD88","MYD88_O70251_x1_2",5,1,"none"
"MYD88_O70251_x1",3,14.21,69.19,0.3191,0,0,0,0,"MYD88_O70251_x1_x2_model_3",2,2,"MYD88","MYD88_O70251_x1_2",5,1,"none"
"MYD88_O70251_x1",4,6.5,72.02,0.3233,0,0,0,0,"MYD88_O70251_x1_x2_model_4",2,2,"MYD88","MYD88_O70251_x1_2",5,1,"none"
"MYD88_O70251_x1",5,3.45,70.22,0.3234,0,0,0,0,"MYD88_O70251_x1_x2_model_5",2,2,"MYD88","MYD88_O70251_x1_2",5,1,"none"
"MYD88_O70318_x1",1,9.06,52.78,0.3234,0.4469,0.0027,35,71,"MYD88_O70318_x1_x2_model_1",1,2,"MYD88","MYD88_O70318_x1_2",1,5,NA
"MYD88_O70318_x1",2,16.07,54.09,0.3336,0,0,0,0,"MYD88_O70318_x1_x2_model_2",2,2,"MYD88","MYD88_O70318_x1_2",5,1,"none"
"MYD88_O70318_x1",3,23.87,52.03,0.3233,0,0,0,0,"MYD88_O70318_x1_x2_model_3",2,2,"MYD88","MYD88_O70318_x1_2",5,1,"none"
