"FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","FILE_MODEL","NUM_CLUSTERS","N_MONOMERS","ORIGIN","FILE_RECYCLE","RANK"
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_01",35.65,60.15,0.4879,0.4272,0.3559,35,43,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_01",28
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_02",3.49,61.76,0.5133,0.4103,0.3548,32,41,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_02",29
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_03",1.28,62.01,0.5084,0.3983,0.3314,32,41,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_03",38
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_04",0.53,62.43,0.5176,0.4034,0.3425,32,41,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_04",33
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_05",0.3,62.37,0.5225,0.4081,0.3476,32,43,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_05",31
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_06",0.3,62.35,0.5129,0.4389,0.356,34,42,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_06",27
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_07",0.33,62.67,0.521,0.4008,0.3371,32,43,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_07",37
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_08",0.24,62.68,0.5171,0.401,0.3371,32,41,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_08",37
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_09",0.26,61.65,0.5065,0.4524,0.3612,36,47,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_09",24
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_10",0.61,62.14,0.5106,0.3908,0.3258,32,41,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_10",43
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_11",0.62,62.39,0.5153,0.4417,0.3674,34,43,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_11",22
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_12",0.26,61.85,0.5042,0.4279,0.3485,34,45,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_12",30
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_13",0.27,62.6,0.5218,0.4505,0.3791,34,43,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_13",20
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_14",0.21,62.29,0.5086,0.4277,0.3393,34,44,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_14",34
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_15",0.34,62.34,0.5135,0.3959,0.3312,32,41,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_15",39
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_16",0.35,61.27,0.5087,0.4579,0.3729,36,45,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_16",21
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_17",0.64,61.28,0.5,0.4232,0.3381,34,45,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_17",35
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_18",0.54,62.01,0.5113,0.4344,0.3605,34,44,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_18",25
"INS_INS_x1",3,"model_3_multimer_v3_p1_230417_973724_recycled_19",0.42,61.66,0.502,0.4267,0.3475,34,43,"INS_INS_x1_3",1,2,"INS_HUMAN","INS_INS_x1_3_model_3_multimer_v3_p1_230417_973724_recycled_19",32
"INS_INS_x1",4,"model_4_multimer_v3_p1_230417_930129",0.094,61,0.4713,0.4088,0.3219,41,49,"INS_INS_x1_4",1,2,"INS_HUMAN","INS_INS_x1_4_model_4_multimer_v3_p1_230417_930129",45
"INS_INS_x1",4,"model_4_multimer_v3_p1_230417_930129_recycled_00",9999,50.84,0.3101,0.1198,0.0064,22,19,"INS_INS_x1_4",1,2,"INS_HUMAN","INS_INS_x1_4_model_4_multimer_v3_p1_230417_930129_recycled_00",85
"INS_INS_x1",4,"model_4_multimer_v3_p1_230417_930129_recycled_01",35.9,58.67,0.4711,0.3706,0.3023,34,50,"INS_INS_x1_4",1,2,"INS_HUMAN","INS_INS_x1_4_model_4_multimer_v3_p1_230417_930129_recycled_01",48
"INS_INS_x1",4,"model_4_multimer_v3_p1_230417_930129_recycled_02",4.86,56.44,0.4499,0.3609,0.2806,34,43,"INS_INS_x1_4",1,2,"INS_HUMAN","INS_INS_x1_4_model_4_multimer_v3_p1_230417_930129_recycled_02",49
"INS_INS_x1",4,"model_4_multimer_v3_p1_230417_930129_recycled_03",2.25,59.9,0.4702,0.3917,0.3101,36,45,"INS_INS_x1_4",1,2,"INS_HUMAN","INS_INS_x1_4_model_4_multimer_v3_p1_230417_930129_recycled_03",46
"INS_INS_x1",4,"model_4_multimer_v3_p1_230417_930129_recycled_04",1.4,59.61,0.456,0.4013,0.307,37,48,"INS_INS_x1_4",1,2,"INS_HUMAN","INS_INS_x1_4_model_4_multimer_v3_p1_230417_930129_recycled_04",47
"INS_INS_x1",4,"model_4_multimer_v3_p1_230417_930129_recycled_05",0.56,60.48,0.468,0.4136,0.3227,38,48,"INS_INS_x1_4",1,2,"INS_HUMAN","INS_INS_x1_4_model_4_multimer_v3_p1_230417_930129_recycled_05",44
"INS_INS_x1",4,"model_4_multimer_v3_p1_230417_930129_recycled_06",0.15,61.25,0.4767,0.4191,0.3288,37,46,"INS_INS_x1_4",1,2,"INS_HUMAN","INS_INS_x1_4_model_4_multimer_v3_p1_230417_930129_recycled_06",40
"INS_INS_x1",4,"model_4_multimer_v3_p1_230417_930129_recycled_07",0.22,61.05,0.4733,0.4123,0.3262,41,49,"INS_INS_x1_4",1,2,"INS_HUMAN","INS_INS_x1_4_model_4_multimer_v3_p1_230417_930129_recycled_07",42
"INS_INS_x1",4,"model_4_multimer_v3_p1_230417_930129_recycled_08",0.17,61.34,0.4751,0.4133,0.3271,40,49,"INS_INS_x1_4",1,2,"INS_HUMAN","INS_INS_x1_4_model_4_multimer_v3_p1_230417_930129_recycled_08",41
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983",0.181,64.08,0.5469,0.4291,0.4049,48,67,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983",7
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_00",9999,56.48,0.4781,0.3239,0.2748,60,76,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_00",52
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_01",34.65,58.54,0.5018,0.391,0.3655,55,103,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_01",23
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_02",2.57,59.59,0.503,0.4358,0.4032,50,64,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_02",9
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_03",1.21,60.64,0.5146,0.4534,0.4229,49,56,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_03",3
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_04",0.44,60.8,0.5134,0.4822,0.4438,42,48,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_04",2
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_05",0.33,61.07,0.5141,0.4859,0.4467,41,48,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_05",1
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_06",0.15,61.48,0.5182,0.4234,0.3962,58,79,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_06",16
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_07",0.48,62.25,0.5272,0.4282,0.4023,58,85,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_07",10
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_08",0.45,62.46,0.5276,0.4309,0.4045,55,80,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_08",8
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_09",0.29,62.49,0.5296,0.423,0.3979,57,83,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_09",13
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_10",0.35,63.22,0.5383,0.4242,0.3985,55,73,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_10",12
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_11",0.28,63.03,0.5355,0.432,0.4073,58,87,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_11",6
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_12",0.48,63.71,0.5424,0.4049,0.3828,54,80,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_12",19
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_13",0.17,63.53,0.5409,0.4181,0.3953,53,74,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_13",17
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_14",0.16,63.72,0.5437,0.4138,0.3916,52,78,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_14",18
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_15",0.19,63.85,0.5462,0.4188,0.3967,51,70,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_15",15
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_16",0.32,63.85,0.5463,0.4484,0.4223,50,67,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_16",4
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_17",0.16,64.03,0.5468,0.4203,0.3967,50,67,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_17",15
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_18",0.26,64.09,0.5467,0.44,0.4136,49,67,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_18",5
"INS_INS_x1",5,"model_5_multimer_v3_p1_230417_237983_recycled_19",0.2,64.68,0.5537,0.4243,0.4022,50,68,"INS_INS_x1_5",1,2,"INS_HUMAN","INS_INS_x1_5_model_5_multimer_v3_p1_230417_237983_recycled_19",11
