"FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","FILE_MODEL","NUM_CLUSTERS","N_MONOMERS","ORIGIN","FILE_RECYCLE","RANK"
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",1,"model_1_multimer_v3_p1_230511_693663_recycled_09",0.94,82.14,0.6682,0.5198,0.4974,97,105,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1_model_1_multimer_v3_p1_230511_693663_recycled_09",47
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",1,"model_1_multimer_v3_p1_230511_693663_recycled_10",1.77,81.96,0.6644,0.5115,0.4877,96,105,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1_model_1_multimer_v3_p1_230511_693663_recycled_10",55
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",1,"model_1_multimer_v3_p1_230511_693663_recycled_11",1.25,81.99,0.6671,0.5087,0.4859,97,108,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1_model_1_multimer_v3_p1_230511_693663_recycled_11",57
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",1,"model_1_multimer_v3_p1_230511_693663_recycled_12",1.19,82.12,0.6706,0.5193,0.4967,93,104,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1_model_1_multimer_v3_p1_230511_693663_recycled_12",49
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",1,"model_1_multimer_v3_p1_230511_693663_recycled_13",1.72,82.04,0.666,0.5342,0.5085,90,102,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1_model_1_multimer_v3_p1_230511_693663_recycled_13",43
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",1,"model_1_multimer_v3_p1_230511_693663_recycled_14",0.79,82.09,0.6696,0.5485,0.5225,84,95,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1_model_1_multimer_v3_p1_230511_693663_recycled_14",40
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",1,"model_1_multimer_v3_p1_230511_693663_recycled_15",0.96,81.87,0.6645,0.5411,0.5161,85,92,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1_model_1_multimer_v3_p1_230511_693663_recycled_15",41
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",1,"model_1_multimer_v3_p1_230511_693663_recycled_16",1.14,81.94,0.6702,0.5256,0.5021,90,97,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1_model_1_multimer_v3_p1_230511_693663_recycled_16",46
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",1,"model_1_multimer_v3_p1_230511_693663_recycled_17",1.13,81.94,0.6698,0.5273,0.5046,89,97,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1_model_1_multimer_v3_p1_230511_693663_recycled_17",44
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",1,"model_1_multimer_v3_p1_230511_693663_recycled_18",0.75,82.06,0.667,0.5722,0.5423,78,88,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1_model_1_multimer_v3_p1_230511_693663_recycled_18",33
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",1,"model_1_multimer_v3_p1_230511_693663_recycled_19",0.71,82.06,0.6669,0.5741,0.5432,77,90,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_1_model_1_multimer_v3_p1_230511_693663_recycled_19",32
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252",0.801,81.43,0.6347,0.6115,0.5635,63,75,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252",12
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_00",9999,77.95,0.6255,0.4865,0.4483,85,98,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_00",74
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_01",82.12,79.56,0.6216,0.527,0.4926,84,104,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_01",50
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_02",6.42,80.56,0.6265,0.5913,0.5501,72,86,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_02",26
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_03",25.06,81.16,0.6264,0.5922,0.5535,71,84,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_03",21
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_04",3.96,81.25,0.6331,0.6014,0.5598,67,81,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_04",15
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_05",2.21,81.38,0.6371,0.6015,0.5584,67,80,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_05",16
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_06",1.59,81.49,0.6341,0.6068,0.5625,65,76,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_06",13
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_07",1.6,81.55,0.6394,0.6016,0.5616,66,77,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_07",14
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_08",2.47,81.4,0.6353,0.5968,0.5532,65,76,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_08",22
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_09",1.52,81.38,0.6359,0.6005,0.5565,65,76,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_09",19
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_10",1.76,81.54,0.6361,0.6075,0.5655,66,78,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_10",10
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_11",1.59,81.38,0.6376,0.6317,0.5826,62,76,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_11",4
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_12",1.27,81.31,0.6364,0.6342,0.5873,64,78,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_12",2
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_13",1.08,81.51,0.6424,0.6356,0.5902,64,78,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_13",1
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_14",0.71,81.56,0.6409,0.625,0.5822,65,79,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_14",5
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_15",0.83,81.48,0.6373,0.6307,0.5852,62,75,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_15",3
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_16",1.09,81.32,0.6368,0.629,0.5808,63,78,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_16",6
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_17",1.52,81.46,0.6334,0.6246,0.577,62,76,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_17",7
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_18",1.29,81.46,0.6361,0.6108,0.5637,64,77,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_18",11
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",2,"model_2_multimer_v3_p1_230511_306252_recycled_19",1.08,81.53,0.6357,0.6126,0.5659,63,75,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2",2,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_2_model_2_multimer_v3_p1_230511_306252_recycled_19",9
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487",3.275,80.84,0.6509,0.4271,0.405,132,163,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487",97
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_00",9999,76.74,0.5185,0.2744,0.0614,76,88,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_00",105
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_01",83.25,78.93,0.6173,0.3529,0.3617,152,221,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_01",101
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_02",18.91,80.34,0.6211,0.3545,0.3434,155,260,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_02",104
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_03",4.76,80.69,0.6336,0.3939,0.3794,140,217,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_03",99
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_04",2.32,80.73,0.6442,0.4694,0.4404,159,217,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_04",80
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_05",3.86,80.4,0.6386,0.4519,0.4207,169,235,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_05",88
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_06",2.05,80.7,0.6402,0.4438,0.4432,124,170,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_06",76
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_07",5.98,80.83,0.6487,0.4942,0.492,124,144,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_07",51
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_08",3.73,80.83,0.6496,0.4833,0.4858,115,134,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_08",58
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_09",1.09,80.84,0.6494,0.4783,0.4815,105,128,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_09",60
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_10",1.14,80.82,0.6458,0.482,0.4808,109,130,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_10",62
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_11",1.12,80.78,0.6468,0.4829,0.4779,127,149,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_11",63
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_12",1.03,80.6,0.6445,0.4673,0.4621,114,143,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_12",68
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_13",1.48,80.76,0.6462,0.4893,0.4862,106,126,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_13",56
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_14",1.64,80.67,0.646,0.5129,0.4969,129,148,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_14",48
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_15",1.51,80.72,0.6482,0.4935,0.481,130,149,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_15",61
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1",3,"model_3_multimer_v3_p1_230511_236487_recycled_16",0.93,80.44,0.6465,0.4725,0.459,134,155,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3",1,3,"TLR7","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_TLR7_MOUSE_x1_3_model_3_multimer_v3_p1_230511_236487_recycled_16",71
