"FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","FILE_MODEL","NUM_CLUSTERS","N_MONOMERS","ORIGIN","FILE_RECYCLE","RANK"
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",2,"model_2_multimer_v3_p1_230420_297907_recycled_10",2.1,72.85,0.6673,0.2458,0.0397,61,57,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2_model_2_multimer_v3_p1_230420_297907_recycled_10",17
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",2,"model_2_multimer_v3_p1_230420_297907_recycled_11",1.31,73.59,0.6716,0.2455,0.0364,48,44,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2_model_2_multimer_v3_p1_230420_297907_recycled_11",25
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",2,"model_2_multimer_v3_p1_230420_297907_recycled_12",1.36,73,0.6674,0.19,0.0278,44,40,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2_model_2_multimer_v3_p1_230420_297907_recycled_12",39
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",2,"model_2_multimer_v3_p1_230420_297907_recycled_13",1.66,72.91,0.6661,0.2769,0.0423,66,64,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2_model_2_multimer_v3_p1_230420_297907_recycled_13",14
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",2,"model_2_multimer_v3_p1_230420_297907_recycled_14",4.63,73.1,0.6682,0.2604,0.0439,65,66,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2_model_2_multimer_v3_p1_230420_297907_recycled_14",10
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",2,"model_2_multimer_v3_p1_230420_297907_recycled_15",2.34,73.02,0.6676,0.2503,0.0455,63,62,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2_model_2_multimer_v3_p1_230420_297907_recycled_15",8
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",2,"model_2_multimer_v3_p1_230420_297907_recycled_16",2.46,73.05,0.6674,0.281,0.0431,65,63,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2_model_2_multimer_v3_p1_230420_297907_recycled_16",11
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",2,"model_2_multimer_v3_p1_230420_297907_recycled_17",4.01,72.97,0.6644,0.2346,0.0367,57,55,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2_model_2_multimer_v3_p1_230420_297907_recycled_17",24
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",2,"model_2_multimer_v3_p1_230420_297907_recycled_18",1.74,73.22,0.6697,0.2415,0.0379,59,56,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2_model_2_multimer_v3_p1_230420_297907_recycled_18",21
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",2,"model_2_multimer_v3_p1_230420_297907_recycled_19",1.17,72.83,0.6643,0.281,0.0363,58,58,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_2_model_2_multimer_v3_p1_230420_297907_recycled_19",26
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206",1.067,74.55,0.6637,0.175,0.0179,37,37,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206",82
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_00",9999,74.64,0.631,0.3063,0.0325,43,61,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_00",30
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_01",59.87,76.53,0.6594,0.3425,0.0672,51,75,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_01",1
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_02",4,76.78,0.6695,0.2944,0.0405,37,48,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_02",16
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_03",1.81,75.42,0.6515,0.2628,0.0345,36,54,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_03",27
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_04",2.92,75,0.628,0.0014,0,2,1,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_04",105
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_05",14.75,74.62,0.6359,0.1915,0.0133,40,45,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_05",93
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_06",13.92,74.31,0.6532,0.1426,0.0112,32,30,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_06",95
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_07",20.6,74.27,0.6583,0.1733,0.0185,39,36,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_07",79
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_08",1.68,74.29,0.6622,0.1844,0.0201,38,33,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_08",71
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_09",1.38,74.03,0.6661,0.1834,0.0207,39,36,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_09",65
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_10",0.9,73.98,0.6664,0.2013,0.027,43,42,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_10",42
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_11",0.76,73.92,0.6661,0.1782,0.0238,40,37,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_11",52
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_12",0.56,74.35,0.6659,0.1691,0.0197,39,34,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_12",73
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_13",0.88,74.09,0.6704,0.2121,0.026,43,40,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_13",46
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_14",0.83,73.81,0.6707,0.2044,0.0285,44,43,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_14",36
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_15",1.25,74.08,0.6682,0.2181,0.0277,45,41,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_15",41
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_16",1.08,73.97,0.6698,0.218,0.0306,46,44,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_16",32
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_17",0.83,74.31,0.6708,0.2026,0.0248,40,33,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_17",48
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_18",1.27,74.19,0.6666,0.2164,0.0206,40,37,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_18",66
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",3,"model_3_multimer_v3_p1_230420_174206_recycled_19",1.49,73.63,0.6697,0.1831,0.0287,43,40,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_3_model_3_multimer_v3_p1_230420_174206_recycled_19",35
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",4,"model_4_multimer_v3_p1_230420_619215",2.626,75,0.6576,0.2777,0.0237,45,63,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_4",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_4_model_4_multimer_v3_p1_230420_619215",53
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",4,"model_4_multimer_v3_p1_230420_619215_recycled_00",9999,74.31,0.6612,0.2662,0.0382,43,54,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_4",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_4_model_4_multimer_v3_p1_230420_619215_recycled_00",20
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",4,"model_4_multimer_v3_p1_230420_619215_recycled_01",56.65,76.06,0.6658,0.3074,0.0291,45,57,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_4",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_4_model_4_multimer_v3_p1_230420_619215_recycled_01",34
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",4,"model_4_multimer_v3_p1_230420_619215_recycled_02",4.86,74.6,0.6559,0.2845,0.0202,45,53,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_4",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_4_model_4_multimer_v3_p1_230420_619215_recycled_02",68
"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02",4,"model_4_multimer_v3_p1_230420_619215_recycled_03",5.87,74.9,0.6509,0.3403,0.0248,64,94,"ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_4",1,2,"ARL8B_UN93B_ALL","ARL8B_MOUSE_x1_UN93B_MOUSE_x1_02_4_model_4_multimer_v3_p1_230420_619215_recycled_03",48
