MYD88_O08749_x1,model_5,2.76,84.55,0.6068,0.0096,1e-04,6,4,MYD88_O08749_x1_model_5_multimer_v2_p1_230328_891508,2,2
MYD88_O08750_x1,model_1,12.13,52.53,0.2855,0,0,0,0,MYD88_O08750_x1_model_1_multimer_v2_p1_230328_780170,2,2
MYD88_O08750_x1,model_2,22.9,52.29,0.2844,0,0,0,0,MYD88_O08750_x1_model_2_multimer_v2_p1_230328_522863,2,2
MYD88_O08750_x1,model_3,19.25,52.76,0.2725,0,0,0,0,MYD88_O08750_x1_model_3_multimer_v2_p1_230328_203088,2,2
MYD88_O08750_x1,model_4,10.41,53.69,0.2793,0,0,0,0,MYD88_O08750_x1_model_4_multimer_v2_p1_230329_574144,2,2
MYD88_O08750_x1,model_5,6.36,51.74,0.2767,0,0,0,0,MYD88_O08750_x1_model_5_multimer_v2_p1_230329_118815,2,2
MYD88_O08796_x1,model_1,4.77,69.09,0.5291,0.1792,0.008,31,29,MYD88_O08796_x1_model_1_multimer_v2_p1_230329_788941,1,2
MYD88_O08796_x1,model_2,4.09,67.52,0.5158,0.0973,0.0018,22,27,MYD88_O08796_x1_model_2_multimer_v2_p1_230330_434805,1,2
MYD88_O08796_x1,model_3,2.59,70.8,0.535,0.2049,0.0036,29,49,MYD88_O08796_x1_model_3_multimer_v2_p1_230330_014544,1,2
MYD88_O08796_x1,model_4,2.8,70.78,0.5318,0.0064,0,5,3,MYD88_O08796_x1_model_4_multimer_v2_p1_230330_257019,2,2
MYD88_O08796_x1,model_5,7.42,66.32,0.5137,0.3453,0.0152,34,35,MYD88_O08796_x1_model_5_multimer_v2_p1_230330_914311,1,2
MYD88_O09044_x1,model_1,1.11,75.45,0.4542,0.0014,0,2,1,MYD88_O09044_x1_model_1_multimer_v2_p1_230328_145788,2,2
MYD88_O09044_x1,model_2,2.72,70.57,0.3624,0.1681,0.0051,25,24,MYD88_O09044_x1_model_2_multimer_v2_p1_230329_837071,1,2
MYD88_O09044_x1,model_3,0.75,72.33,0.3664,0.0014,0,2,1,MYD88_O09044_x1_model_3_multimer_v2_p1_230329_201150,2,2
MYD88_O09044_x1,model_4,1.26,73.62,0.3795,0.0014,0,2,1,MYD88_O09044_x1_model_4_multimer_v2_p1_230330_387750,2,2
MYD88_O09044_x1,model_5,1.97,70.73,0.3666,0.0283,0.001,13,8,MYD88_O09044_x1_model_5_multimer_v2_p1_230330_350862,2,2
MYD88_O09110_x1,model_1,1.15,76.63,0.5437,0.2813,0.1756,48,47,MYD88_O09110_x1_model_1_multimer_v2_p1_230328_416404,1,2
MYD88_O09110_x1,model_2,2.56,75.83,0.5159,0.2021,0.0546,38,36,MYD88_O09110_x1_model_2_multimer_v2_p1_230328_247707,1,2
MYD88_O09110_x1,model_3,1.28,74.68,0.4948,0.189,0.0491,42,47,MYD88_O09110_x1_model_3_multimer_v2_p1_230328_985037,1,2
MYD88_O09110_x1,model_4,0.86,75.68,0.4897,0.1521,0.0217,33,32,MYD88_O09110_x1_model_4_multimer_v2_p1_230328_556395,1,2
MYD88_O09110_x1,model_5,2.87,75.02,0.4904,0.1902,0.0276,36,36,MYD88_O09110_x1_model_5_multimer_v2_p1_230330_981491,1,2
MYD88_O35316_x1,model_1,1.26,78.51,0.6115,0.116,0.0146,35,46,MYD88_O35316_x1_model_1_multimer_v2_p1_230328_175155,1,2
MYD88_O35316_x1,model_2,1.82,78.94,0.6353,0.258,0.0481,47,47,MYD88_O35316_x1_model_2_multimer_v2_p1_230329_713702,1,2
MYD88_O35316_x1,model_3,1.18,78.78,0.6202,0.2366,0.0349,44,42,MYD88_O35316_x1_model_3_multimer_v2_p1_230329_816639,1,2
MYD88_O35316_x1,model_4,0.78,81.39,0.6436,0.2969,0.0839,47,45,MYD88_O35316_x1_model_4_multimer_v2_p1_230329_444059,1,2
MYD88_O35316_x1,model_5,1.01,77.91,0.6057,0.1539,0.0058,30,30,MYD88_O35316_x1_model_5_multimer_v2_p1_230329_555714,1,2
MYD88_O35379_x1,model_1,3.38,76.97,0.6529,0,0,0,0,MYD88_O35379_x1_model_1_multimer_v2_p1_230324_641769,2,2
MYD88_O35379_x1,model_2,8.51,74.96,0.694,0,0,0,0,MYD88_O35379_x1_model_2_multimer_v2_p1_230324_230075,2,2
MYD88_O35379_x1,model_3,0.81,74.23,0.7009,0,0,0,0,MYD88_O35379_x1_model_3_multimer_v2_p1_230324_567215,2,2
MYD88_O35379_x1,model_4,1.93,79.32,0.7059,0,0,0,0,MYD88_O35379_x1_model_4_multimer_v2_p1_230324_556358,2,2
MYD88_O35379_x1,model_5,7.19,74.22,0.6932,0,0,0,0,MYD88_O35379_x1_model_5_multimer_v2_p1_230324_722308,2,2
MYD88_O35593_x1,model_1,3,71.17,0.3638,0.1941,0.0171,36,27,MYD88_O35593_x1_model_1_multimer_v2_p1_230330_780827,1,2
MYD88_O35593_x1,model_2,4.17,73.85,0.3712,0.0628,0.0011,20,20,MYD88_O35593_x1_model_2_multimer_v2_p1_230330_221502,1,2
MYD88_O35593_x1,model_3,2.19,71.37,0.4325,0.314,0.1052,63,65,MYD88_O35593_x1_model_3_multimer_v2_p1_230330_134422,1,2
MYD88_O35593_x1,model_4,1.42,71.79,0.4392,0.293,0.132,67,76,MYD88_O35593_x1_model_4_multimer_v2_p1_230330_596765,1,2
MYD88_O35593_x1,model_5,2.45,71.04,0.3813,0.2396,0.033,39,29,MYD88_O35593_x1_model_5_multimer_v2_p1_230330_574642,1,2
MYD88_O35609_x1,model_1,2.37,70.35,0.3423,0,0,0,0,MYD88_O35609_x1_model_1_multimer_v2_p1_230328_154483,2,2
MYD88_O35609_x1,model_2,3.59,69.33,0.3476,0.0031,0,3,2,MYD88_O35609_x1_model_2_multimer_v2_p1_230328_406071,2,2
MYD88_O35609_x1,model_3,10.94,68.09,0.3273,0,0,0,0,MYD88_O35609_x1_model_3_multimer_v2_p1_230328_103564,2,2
MYD88_O35609_x1,model_4,1.79,69.13,0.3363,0.0014,0,2,1,MYD88_O35609_x1_model_4_multimer_v2_p1_230329_572654,2,2
MYD88_O35609_x1,model_5,6.76,67.28,0.3328,0,0,0,0,MYD88_O35609_x1_model_5_multimer_v2_p1_230330_903061,2,2
MYD88_O35654_x1,model_1,0.23,83.22,0.6993,0.4843,0.238,52,51,MYD88_O35654_x1_model_1_multimer_v2_p1_230328_907843,1,2
MYD88_O35654_x1,model_2,0.76,78.33,0.5937,0.0311,7e-04,10,8,MYD88_O35654_x1_model_2_multimer_v2_p1_230328_932750,2,2
MYD88_O35654_x1,model_3,0.77,79.76,0.645,0.4413,0.2316,44,45,MYD88_O35654_x1_model_3_multimer_v2_p1_230328_812346,1,2
MYD88_O35654_x1,model_4,0.32,80.86,0.6612,0.3945,0.166,35,38,MYD88_O35654_x1_model_4_multimer_v2_p1_230328_431539,1,2
MYD88_O35654_x1,model_5,0.42,78.43,0.6403,0.4256,0.2232,37,41,MYD88_O35654_x1_model_5_multimer_v2_p1_230328_608073,1,2
MYD88_O35658_x1,model_1,5.4,70.57,0.3717,0,0,0,0,MYD88_O35658_x1_model_1_multimer_v2_p1_230324_734380,2,2
MYD88_O35658_x1,model_2,1.32,69.64,0.3688,0,0,0,0,MYD88_O35658_x1_model_2_multimer_v2_p1_230324_867641,2,2
MYD88_O35658_x1,model_3,5.46,70.75,0.3676,0,0,0,0,MYD88_O35658_x1_model_3_multimer_v2_p1_230324_834045,2,2
MYD88_O35658_x1,model_4,3.67,71.21,0.3678,0,0,0,0,MYD88_O35658_x1_model_4_multimer_v2_p1_230325_256764,2,2
MYD88_O35658_x1,model_5,6.39,70.02,0.3691,0,0,0,0,MYD88_O35658_x1_model_5_multimer_v2_p1_230328_353248,2,2
MYD88_O35681_x1,model_1,3.38,63.36,0.2743,0,0,0,0,MYD88_O35681_x1_model_1_multimer_v2_p1_230328_803627,2,2
MYD88_O35681_x1,model_2,5.19,60.96,0.2839,0.0218,3e-04,10,9,MYD88_O35681_x1_model_2_multimer_v2_p1_230328_328131,2,2
MYD88_O35681_x1,model_3,4.77,60.76,0.2659,0,0,0,0,MYD88_O35681_x1_model_3_multimer_v2_p1_230330_313400,2,2
MYD88_O35681_x1,model_4,9.45,63.62,0.2861,0.0014,0,2,1,MYD88_O35681_x1_model_4_multimer_v2_p1_230330_486730,2,2
MYD88_O35681_x1,model_5,5.6,60.33,0.276,0.028,6e-04,12,10,MYD88_O35681_x1_model_5_multimer_v2_p1_230330_081166,2,2
MYD88_O35704_x1,model_1,0.97,87.63,0.6028,0.0372,0.0051,14,12,MYD88_O35704_x1_model_1_multimer_v2_p1_230328_461062,1,2
MYD88_O35704_x1,model_2,1.11,86.68,0.5665,0,0,0,0,MYD88_O35704_x1_model_2_multimer_v2_p1_230328_697730,2,2
MYD88_O35704_x1,model_3,5.12,87.56,0.5735,0,0,0,0,MYD88_O35704_x1_model_3_multimer_v2_p1_230328_529335,2,2
MYD88_O35704_x1,model_4,0.97,87.93,0.5786,0,0,0,0,MYD88_O35704_x1_model_4_multimer_v2_p1_230328_247854,2,2
MYD88_O35704_x1,model_5,9.68,82.45,0.5709,0.074,0.0018,21,25,MYD88_O35704_x1_model_5_multimer_v2_p1_230328_701022,1,2
MYD88_O35887_x1,model_1,2.06,69.27,0.4286,0.21,0.0202,35,25,MYD88_O35887_x1_model_1_multimer_v2_p1_230328_957764,1,2
MYD88_O35887_x1,model_2,4.63,69.06,0.4278,0.1291,0.005,25,18,MYD88_O35887_x1_model_2_multimer_v2_p1_230328_871826,1,2
MYD88_O35887_x1,model_3,3.45,68.22,0.4333,0.117,0.0044,24,20,MYD88_O35887_x1_model_3_multimer_v2_p1_230329_801813,1,2
MYD88_O35887_x1,model_4,4.17,70.08,0.4366,0.1816,0.0089,29,23,MYD88_O35887_x1_model_4_multimer_v2_p1_230329_037548,1,2
MYD88_O35887_x1,model_5,5.6,68.9,0.4234,0.336,0.0177,41,52,MYD88_O35887_x1_model_5_multimer_v2_p1_230329_154650,1,2
MYD88_O35900_x1,model_1,0.76,74.65,0.4304,0.048,4e-04,16,12,MYD88_O35900_x1_model_1_multimer_v2_p1_230324_566042,1,2
MYD88_O35900_x1,model_2,0.86,76.13,0.4317,0.0289,0.0025,18,14,MYD88_O35900_x1_model_2_multimer_v2_p1_230324_923028,1,2
MYD88_O35900_x1,model_3,1.16,74.34,0.4285,0.033,9e-04,15,13,MYD88_O35900_x1_model_3_multimer_v2_p1_230324_948429,1,2
MYD88_O35900_x1,model_4,1.4,75.98,0.4309,0.0313,7e-04,14,9,MYD88_O35900_x1_model_4_multimer_v2_p1_230324_517969,2,2
MYD88_O35900_x1,model_5,1.63,73.9,0.4319,0.0301,7e-04,13,10,MYD88_O35900_x1_model_5_multimer_v2_p1_230324_393739,2,2
MYD88_O35942_x1,model_1,2.1,71.04,0.4589,0.3106,0.1305,39,57,MYD88_O35942_x1_model_1_multimer_v2_p1_230324_199078,1,2
MYD88_O35942_x1,model_2,1.41,70.31,0.4573,0.1679,0.0453,24,22,MYD88_O35942_x1_model_2_multimer_v2_p1_230324_980307,1,2
MYD88_O35942_x1,model_3,5.37,73.99,0.6484,0.4502,0.3467,49,46,MYD88_O35942_x1_model_3_multimer_v2_p1_230324_317715,1,2
MYD88_O35942_x1,model_4,1.73,69.86,0.4268,0.0888,0.0052,23,19,MYD88_O35942_x1_model_4_multimer_v2_p1_230324_576831,1,2
MYD88_O35942_x1,model_5,6.3,68.7,0.4243,0.1903,0.0205,36,44,MYD88_O35942_x1_model_5_multimer_v2_p1_230328_311266,1,2
MYD88_O54916_x1,model_1,22.42,51.81,0.2477,0,0,0,0,MYD88_O54916_x1_model_1_multimer_v2_p1_230328_108530,2,2
MYD88_O54916_x1,model_2,17.54,49.76,0.2537,0.0421,1e-04,13,12,MYD88_O54916_x1_model_2_multimer_v2_p1_230328_656541,1,2
MYD88_O54916_x1,model_3,27.26,51.34,0.2441,0.5731,0.0529,71,127,MYD88_O54916_x1_model_3_multimer_v2_p1_230328_558993,1,2
MYD88_O54916_x1,model_4,11.57,53.36,0.25,0,0,0,0,MYD88_O54916_x1_model_4_multimer_v2_p1_230329_457566,2,2
MYD88_O54916_x1,model_5,24.89,49.64,0.2573,0.0894,0.0051,32,33,MYD88_O54916_x1_model_5_multimer_v2_p1_230330_399884,1,2
MYD88_O54957_x1,model_1,18.45,56.14,0.3308,0,0,0,0,MYD88_O54957_x1_model_1_multimer_v2_p1_230329_494866,2,2
MYD88_O54957_x1,model_2,6.1,56.54,0.3293,0,0,0,0,MYD88_O54957_x1_model_2_multimer_v2_p1_230329_533314,2,2
MYD88_O54957_x1,model_3,15.13,57.33,0.3277,0,0,0,0,MYD88_O54957_x1_model_3_multimer_v2_p1_230330_261078,2,2
MYD88_O54957_x1,model_4,10.98,58.49,0.3278,0,0,0,0,MYD88_O54957_x1_model_4_multimer_v2_p1_230330_328747,2,2
MYD88_O54957_x1,model_5,5.71,56.67,0.3307,0,0,0,0,MYD88_O54957_x1_model_5_multimer_v2_p1_230330_770613,2,2
MYD88_O54962_x1,model_1,1.15,75.79,0.4278,0.0087,1e-04,5,3,MYD88_O54962_x1_model_1_multimer_v2_p1_230324_754946,2,2
MYD88_O54962_x1,model_2,1.77,76.37,0.4092,0,0,0,0,MYD88_O54962_x1_model_2_multimer_v2_p1_230324_124386,2,2
MYD88_O54962_x1,model_3,1.92,76.59,0.4624,0.1725,0.0199,24,16,MYD88_O54962_x1_model_3_multimer_v2_p1_230324_767972,1,2
MYD88_O54962_x1,model_4,0.99,77.26,0.4104,0,0,0,0,MYD88_O54962_x1_model_4_multimer_v2_p1_230324_772350,2,2
MYD88_O54962_x1,model_5,0.7,75.04,0.4466,0.0626,0.0037,20,13,MYD88_O54962_x1_model_5_multimer_v2_p1_230324_112035,1,2
MYD88_O54984_x1,model_1,0.92,74.68,0.5034,0.2335,0.0138,28,28,MYD88_O54984_x1_model_1_multimer_v2_p1_230329_701040,1,2
MYD88_O54984_x1,model_2,0.97,73.02,0.4953,0.036,0.001,15,13,MYD88_O54984_x1_model_2_multimer_v2_p1_230329_387894,1,2
MYD88_O54984_x1,model_3,0.76,73.53,0.5022,0.045,0.0017,19,14,MYD88_O54984_x1_model_3_multimer_v2_p1_230329_130060,1,2
MYD88_O54984_x1,model_4,0.78,73.14,0.482,0.0372,8e-04,15,13,MYD88_O54984_x1_model_4_multimer_v2_p1_230401_365031,1,2
MYD88_O54984_x1,model_5,1.12,72.44,0.4822,0.0435,7e-04,14,10,MYD88_O54984_x1_model_5_multimer_v2_p1_230401_368022,2,2
MYD88_O55222_x1,model_1,1.46,78.69,0.4319,0.0086,0,6,5,MYD88_O55222_x1_model_1_multimer_v2_p1_230329_522599,2,2
MYD88_O55222_x1,model_2,4.03,79.17,0.4342,0,0,0,0,MYD88_O55222_x1_model_2_multimer_v2_p1_230329_948421,2,2
MYD88_O55222_x1,model_3,1.11,81.66,0.4989,0.0117,2e-04,8,8,MYD88_O55222_x1_model_3_multimer_v2_p1_230329_227514,2,2
MYD88_O55222_x1,model_4,0.65,80.13,0.467,0.0165,1e-04,9,8,MYD88_O55222_x1_model_4_multimer_v2_p1_230329_271892,2,2
MYD88_O55222_x1,model_5,11.21,79.96,0.4529,0.0369,7e-04,12,14,MYD88_O55222_x1_model_5_multimer_v2_p1_230329_960077,1,2
MYD88_O70251_x1,model_1,4.81,71.3,0.3257,0,0,0,0,MYD88_O70251_x1_model_1_multimer_v2_p1_230324_150042,2,2
MYD88_O70251_x1,model_2,7.92,70.7,0.3187,0,0,0,0,MYD88_O70251_x1_model_2_multimer_v2_p1_230324_450929,2,2
MYD88_O70251_x1,model_3,14.21,69.19,0.3191,0,0,0,0,MYD88_O70251_x1_model_3_multimer_v2_p1_230324_139197,2,2
MYD88_O70251_x1,model_4,6.5,72.02,0.3233,0,0,0,0,MYD88_O70251_x1_model_4_multimer_v2_p1_230328_229493,2,2
MYD88_O70251_x1,model_5,3.45,70.22,0.3234,0,0,0,0,MYD88_O70251_x1_model_5_multimer_v2_p1_230329_274054,2,2
MYD88_O70318_x1,model_1,9.06,52.78,0.3234,0.4469,0.0027,35,71,MYD88_O70318_x1_model_1_multimer_v2_p1_230328_676693,1,2
MYD88_O70318_x1,model_2,16.07,54.09,0.3336,0,0,0,0,MYD88_O70318_x1_model_2_multimer_v2_p1_230328_060905,2,2
MYD88_O70318_x1,model_3,23.87,52.03,0.3233,0,0,0,0,MYD88_O70318_x1_model_3_multimer_v2_p1_230329_205213,2,2
MYD88_O70318_x1,model_4,13.03,54.68,0.3438,0,0,0,0,MYD88_O70318_x1_model_4_multimer_v2_p1_230329_687566,2,2
MYD88_O70318_x1,model_5,20.37,52.74,0.3228,0.0198,2e-04,11,13,MYD88_O70318_x1_model_5_multimer_v2_p1_230329_817663,1,2
MYD88_O70435_x1,model_1,1.3,76.1,0.4547,0.0343,8e-04,16,11,MYD88_O70435_x1_model_1_multimer_v2_p1_230328_925282,1,2
MYD88_O70435_x1,model_2,1.19,78.05,0.4696,0.0368,0.0013,19,14,MYD88_O70435_x1_model_2_multimer_v2_p1_230329_258264,1,2
MYD88_O70435_x1,model_3,1.72,76.25,0.4698,0.1889,0.0154,30,27,MYD88_O70435_x1_model_3_multimer_v2_p1_230329_752082,1,2
MYD88_O70435_x1,model_4,1.32,76.22,0.4626,0.1662,0.0136,26,19,MYD88_O70435_x1_model_4_multimer_v2_p1_230330_468991,1,2
MYD88_O70435_x1,model_5,1.2,77.54,0.4644,0.1571,0.0057,25,18,MYD88_O70435_x1_model_5_multimer_v2_p1_230330_618163,1,2
MYD88_O70572_x1,model_1,0.78,80.82,0.5676,0.0108,1e-04,7,4,MYD88_O70572_x1_model_1_multimer_v2_p1_230328_629464,2,2
MYD88_O70572_x1,model_2,3.51,80.35,0.5632,0,0,0,0,MYD88_O70572_x1_model_2_multimer_v2_p1_230329_526699,2,2
MYD88_O70572_x1,model_3,2.56,81.26,0.5627,0,0,0,0,MYD88_O70572_x1_model_3_multimer_v2_p1_230329_523705,2,2
MYD88_O70572_x1,model_4,0.96,82.01,0.5669,0,0,0,0,MYD88_O70572_x1_model_4_multimer_v2_p1_230329_696148,2,2
MYD88_O70572_x1,model_5,2.78,80.3,0.5662,0.0024,0,3,2,MYD88_O70572_x1_model_5_multimer_v2_p1_230329_075809,2,2
MYD88_O70585_x1,model_1,6.47,63.05,0.3852,0.0559,0.0013,20,16,MYD88_O70585_x1_model_1_multimer_v2_p1_230328_511776,1,2
MYD88_O70585_x1,model_2,20.84,62.11,0.4003,0.0262,0.0011,11,9,MYD88_O70585_x1_model_2_multimer_v2_p1_230328_866697,2,2
MYD88_O70585_x1,model_3,5.97,61.98,0.3827,0.0117,2e-04,8,6,MYD88_O70585_x1_model_3_multimer_v2_p1_230328_319859,2,2
MYD88_O70585_x1,model_4,4.29,64.02,0.3718,0.003,0,4,2,MYD88_O70585_x1_model_4_multimer_v2_p1_230328_360896,2,2
MYD88_O70585_x1,model_5,7.96,61.91,0.3784,0.0285,5e-04,10,6,MYD88_O70585_x1_model_5_multimer_v2_p1_230329_868347,2,2
MYD88_O70591_x1,model_1,2.08,69.97,0.374,0.0154,4e-04,10,9,MYD88_O70591_x1_model_1_multimer_v2_p1_230328_916542,2,2
MYD88_O70591_x1,model_2,2.62,70.56,0.3719,0,0,0,0,MYD88_O70591_x1_model_2_multimer_v2_p1_230328_453679,2,2
MYD88_O70591_x1,model_3,6.02,70.72,0.3574,0.0151,1e-04,8,6,MYD88_O70591_x1_model_3_multimer_v2_p1_230329_779936,2,2
MYD88_O70591_x1,model_4,4.62,70.1,0.3562,0,0,0,0,MYD88_O70591_x1_model_4_multimer_v2_p1_230329_974646,2,2
MYD88_O70591_x1,model_5,3.61,70.53,0.3643,0.0321,0.0011,13,14,MYD88_O70591_x1_model_5_multimer_v2_p1_230329_005635,1,2
MYD88_O88447_x1,model_1,0.57,71.86,0.4035,0.1696,0.0162,32,31,MYD88_O88447_x1_model_1_multimer_v2_p1_230324_268946,1,2
MYD88_O88447_x1,model_2,3.92,70.35,0.3849,0,0,0,0,MYD88_O88447_x1_model_2_multimer_v2_p1_230324_093356,2,2
MYD88_O88447_x1,model_3,8.37,68.61,0.407,0.2625,0.0605,62,77,MYD88_O88447_x1_model_3_multimer_v2_p1_230328_439617,1,2
MYD88_O88447_x1,model_4,1.57,71.59,0.3855,0.0079,1e-04,5,3,MYD88_O88447_x1_model_4_multimer_v2_p1_230329_865679,2,2
MYD88_O88447_x1,model_5,2.62,71.75,0.406,0.2087,0.0919,33,24,MYD88_O88447_x1_model_5_multimer_v2_p1_230329_509599,1,2
MYD88_O88487_x1,model_1,2.4,72.32,0.4829,0.0075,1e-04,7,4,MYD88_O88487_x1_model_1_multimer_v2_p1_230328_003142,2,2
MYD88_O88487_x1,model_2,2.58,72.15,0.4837,0.0062,0,5,3,MYD88_O88487_x1_model_2_multimer_v2_p1_230328_423845,2,2
MYD88_O88487_x1,model_3,6.22,73.98,0.5001,0.0048,0,4,3,MYD88_O88487_x1_model_3_multimer_v2_p1_230328_101562,2,2
MYD88_O88487_x1,model_4,7.12,72.95,0.4839,0,0,0,0,MYD88_O88487_x1_model_4_multimer_v2_p1_230329_351469,2,2
MYD88_O88487_x1,model_5,11.98,69.84,0.4825,0.026,3e-04,11,8,MYD88_O88487_x1_model_5_multimer_v2_p1_230329_531610,2,2
