"FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","FILE_MODEL","NUM_CLUSTERS","N_MONOMERS","ORIGIN","FILE_RECYCLE","RANK"
"MYD88_O35316_x1",2,"model_2_multimer_v2_p1_230329_713702",1.824,78.94,0.6353,0.258,0.0481,47,47,"MYD88_O35316_x1_2",1,2,"MYD88","MYD88_O35316_x1_2_model_2_multimer_v2_p1_230329_713702",12
"MYD88_O35316_x1",3,"model_3_multimer_v2_p1_230329_816639",1.175,78.78,0.6202,0.2366,0.0349,44,42,"MYD88_O35316_x1_3",1,2,"MYD88","MYD88_O35316_x1_3_model_3_multimer_v2_p1_230329_816639",17
"MYD88_O35316_x1",4,"model_4_multimer_v2_p1_230329_444059",0.776,81.39,0.6436,0.2969,0.0839,47,45,"MYD88_O35316_x1_4",1,2,"MYD88","MYD88_O35316_x1_4_model_4_multimer_v2_p1_230329_444059",11
"MYD88_O35316_x1",5,"model_5_multimer_v2_p1_230329_555714",1.014,77.91,0.6057,0.1539,0.0058,30,30,"MYD88_O35316_x1_5",1,2,"MYD88","MYD88_O35316_x1_5_model_5_multimer_v2_p1_230329_555714",21
"MYD88_O35379_x1",1,"model_1_multimer_v2_p1_230324_641769",3.376,76.97,0.6529,0,0,0,0,"MYD88_O35379_x1_1",2,2,"MYD88","MYD88_O35379_x1_1_model_1_multimer_v2_p1_230324_641769",21
"MYD88_O35379_x1",2,"model_2_multimer_v2_p1_230324_230075",8.509,74.96,0.694,0,0,0,0,"MYD88_O35379_x1_2",2,2,"MYD88","MYD88_O35379_x1_2_model_2_multimer_v2_p1_230324_230075",21
"MYD88_O35379_x1",3,"model_3_multimer_v2_p1_230324_567215",0.808,74.23,0.7009,0,0,0,0,"MYD88_O35379_x1_3",2,2,"MYD88","MYD88_O35379_x1_3_model_3_multimer_v2_p1_230324_567215",21
"MYD88_O35379_x1",4,"model_4_multimer_v2_p1_230324_556358",1.928,79.32,0.7059,0,0,0,0,"MYD88_O35379_x1_4",2,2,"MYD88","MYD88_O35379_x1_4_model_4_multimer_v2_p1_230324_556358",21
"MYD88_O35379_x1",5,"model_5_multimer_v2_p1_230324_722308",7.191,74.22,0.6932,0,0,0,0,"MYD88_O35379_x1_5",2,2,"MYD88","MYD88_O35379_x1_5_model_5_multimer_v2_p1_230324_722308",21
"MYD88_O35593_x1",1,"model_1_multimer_v2_p1_230330_780827",3.003,71.17,0.3638,0.1941,0.0171,36,27,"MYD88_O35593_x1_1",1,2,"MYD88","MYD88_O35593_x1_1_model_1_multimer_v2_p1_230330_780827",12
"MYD88_O35593_x1",2,"model_2_multimer_v2_p1_230330_221502",4.174,73.85,0.3712,0.0628,0.0011,20,20,"MYD88_O35593_x1_2",1,2,"MYD88","MYD88_O35593_x1_2_model_2_multimer_v2_p1_230330_221502",8
"MYD88_O35593_x1",3,"model_3_multimer_v2_p1_230330_134422",2.191,71.37,0.4325,0.314,0.1052,63,65,"MYD88_O35593_x1_3",1,2,"MYD88","MYD88_O35593_x1_3_model_3_multimer_v2_p1_230330_134422",11
"MYD88_O35593_x1",4,"model_4_multimer_v2_p1_230330_596765",1.418,71.79,0.4392,0.293,0.132,67,76,"MYD88_O35593_x1_4",1,2,"MYD88","MYD88_O35593_x1_4_model_4_multimer_v2_p1_230330_596765",8
"MYD88_O35593_x1",5,"model_5_multimer_v2_p1_230330_574642",2.447,71.04,0.3813,0.2396,0.033,39,29,"MYD88_O35593_x1_5",1,2,"MYD88","MYD88_O35593_x1_5_model_5_multimer_v2_p1_230330_574642",6
"MYD88_O35609_x1",1,"model_1_multimer_v2_p1_230328_154483",2.368,70.35,0.3423,0,0,0,0,"MYD88_O35609_x1_1",2,2,"MYD88","MYD88_O35609_x1_1_model_1_multimer_v2_p1_230328_154483",21
"MYD88_O35609_x1",2,"model_2_multimer_v2_p1_230328_406071",3.593,69.33,0.3476,0.0031,0,3,2,"MYD88_O35609_x1_2",2,2,"MYD88","MYD88_O35609_x1_2_model_2_multimer_v2_p1_230328_406071",21
"MYD88_O35609_x1",3,"model_3_multimer_v2_p1_230328_103564",10.936,68.09,0.3273,0,0,0,0,"MYD88_O35609_x1_3",2,2,"MYD88","MYD88_O35609_x1_3_model_3_multimer_v2_p1_230328_103564",21
"MYD88_O35609_x1",4,"model_4_multimer_v2_p1_230329_572654",1.791,69.13,0.3363,0.0014,0,2,1,"MYD88_O35609_x1_4",2,2,"MYD88","MYD88_O35609_x1_4_model_4_multimer_v2_p1_230329_572654",21
"MYD88_O35609_x1",5,"model_5_multimer_v2_p1_230330_903061",6.764,67.28,0.3328,0,0,0,0,"MYD88_O35609_x1_5",2,2,"MYD88","MYD88_O35609_x1_5_model_5_multimer_v2_p1_230330_903061",21
"MYD88_O35654_x1",1,"model_1_multimer_v2_p1_230328_907843",0.235,83.22,0.6993,0.4843,0.238,52,51,"MYD88_O35654_x1_1",1,2,"MYD88","MYD88_O35654_x1_1_model_1_multimer_v2_p1_230328_907843",15
"MYD88_O35654_x1",2,"model_2_multimer_v2_p1_230328_932750",0.764,78.33,0.5937,0.0311,7e-04,10,8,"MYD88_O35654_x1_2",2,2,"MYD88","MYD88_O35654_x1_2_model_2_multimer_v2_p1_230328_932750",20
"MYD88_O35654_x1",3,"model_3_multimer_v2_p1_230328_812346",0.768,79.76,0.645,0.4413,0.2316,44,45,"MYD88_O35654_x1_3",1,2,"MYD88","MYD88_O35654_x1_3_model_3_multimer_v2_p1_230328_812346",10
"MYD88_O35654_x1",4,"model_4_multimer_v2_p1_230328_431539",0.32,80.86,0.6612,0.3945,0.166,35,38,"MYD88_O35654_x1_4",1,2,"MYD88","MYD88_O35654_x1_4_model_4_multimer_v2_p1_230328_431539",8
"MYD88_O35654_x1",5,"model_5_multimer_v2_p1_230328_608073",0.422,78.43,0.6403,0.4256,0.2232,37,41,"MYD88_O35654_x1_5",1,2,"MYD88","MYD88_O35654_x1_5_model_5_multimer_v2_p1_230328_608073",17
"MYD88_O35658_x1",1,"model_1_multimer_v2_p1_230324_734380",5.396,70.57,0.3717,0,0,0,0,"MYD88_O35658_x1_1",2,2,"MYD88","MYD88_O35658_x1_1_model_1_multimer_v2_p1_230324_734380",21
"MYD88_O35658_x1",2,"model_2_multimer_v2_p1_230324_867641",1.319,69.64,0.3688,0,0,0,0,"MYD88_O35658_x1_2",2,2,"MYD88","MYD88_O35658_x1_2_model_2_multimer_v2_p1_230324_867641",21
"MYD88_O35658_x1",3,"model_3_multimer_v2_p1_230324_834045",5.458,70.75,0.3676,0,0,0,0,"MYD88_O35658_x1_3",2,2,"MYD88","MYD88_O35658_x1_3_model_3_multimer_v2_p1_230324_834045",21
"MYD88_O35658_x1",4,"model_4_multimer_v2_p1_230325_256764",3.67,71.21,0.3678,0,0,0,0,"MYD88_O35658_x1_4",2,2,"MYD88","MYD88_O35658_x1_4_model_4_multimer_v2_p1_230325_256764",21
"MYD88_O35658_x1",5,"model_5_multimer_v2_p1_230328_353248",6.394,70.02,0.3691,0,0,0,0,"MYD88_O35658_x1_5",2,2,"MYD88","MYD88_O35658_x1_5_model_5_multimer_v2_p1_230328_353248",21
"MYD88_O35681_x1",1,"model_1_multimer_v2_p1_230328_803627",3.381,63.36,0.2743,0,0,0,0,"MYD88_O35681_x1_1",2,2,"MYD88","MYD88_O35681_x1_1_model_1_multimer_v2_p1_230328_803627",21
"MYD88_O35681_x1",2,"model_2_multimer_v2_p1_230328_328131",5.187,60.96,0.2839,0.0218,3e-04,10,9,"MYD88_O35681_x1_2",2,2,"MYD88","MYD88_O35681_x1_2_model_2_multimer_v2_p1_230328_328131",5
"MYD88_O35681_x1",3,"model_3_multimer_v2_p1_230330_313400",4.775,60.76,0.2659,0,0,0,0,"MYD88_O35681_x1_3",2,2,"MYD88","MYD88_O35681_x1_3_model_3_multimer_v2_p1_230330_313400",21
"MYD88_O35681_x1",4,"model_4_multimer_v2_p1_230330_486730",9.451,63.62,0.2861,0.0014,0,2,1,"MYD88_O35681_x1_4",2,2,"MYD88","MYD88_O35681_x1_4_model_4_multimer_v2_p1_230330_486730",21
"MYD88_O35681_x1",5,"model_5_multimer_v2_p1_230330_081166",5.597,60.33,0.276,0.028,6e-04,12,10,"MYD88_O35681_x1_5",2,2,"MYD88","MYD88_O35681_x1_5_model_5_multimer_v2_p1_230330_081166",2
"MYD88_O35704_x1",1,"model_1_multimer_v2_p1_230328_461062",0.966,87.63,0.6028,0.0372,0.0051,14,12,"MYD88_O35704_x1_1",1,2,"MYD88","MYD88_O35704_x1_1_model_1_multimer_v2_p1_230328_461062",2
"MYD88_O35704_x1",2,"model_2_multimer_v2_p1_230328_697730",1.112,86.68,0.5665,0,0,0,0,"MYD88_O35704_x1_2",2,2,"MYD88","MYD88_O35704_x1_2_model_2_multimer_v2_p1_230328_697730",21
"MYD88_O35704_x1",3,"model_3_multimer_v2_p1_230328_529335",5.115,87.56,0.5735,0,0,0,0,"MYD88_O35704_x1_3",2,2,"MYD88","MYD88_O35704_x1_3_model_3_multimer_v2_p1_230328_529335",21
"MYD88_O35704_x1",4,"model_4_multimer_v2_p1_230328_247854",0.971,87.93,0.5786,0,0,0,0,"MYD88_O35704_x1_4",2,2,"MYD88","MYD88_O35704_x1_4_model_4_multimer_v2_p1_230328_247854",21
"MYD88_O35704_x1",5,"model_5_multimer_v2_p1_230328_701022",9.679,82.45,0.5709,0.074,0.0018,21,25,"MYD88_O35704_x1_5",1,2,"MYD88","MYD88_O35704_x1_5_model_5_multimer_v2_p1_230328_701022",2
"MYD88_O35887_x1",1,"model_1_multimer_v2_p1_230328_957764",2.057,69.27,0.4286,0.21,0.0202,35,25,"MYD88_O35887_x1_1",1,2,"MYD88","MYD88_O35887_x1_1_model_1_multimer_v2_p1_230328_957764",11
"MYD88_O35887_x1",2,"model_2_multimer_v2_p1_230328_871826",4.626,69.06,0.4278,0.1291,0.005,25,18,"MYD88_O35887_x1_2",1,2,"MYD88","MYD88_O35887_x1_2_model_2_multimer_v2_p1_230328_871826",8
"MYD88_O35887_x1",3,"model_3_multimer_v2_p1_230329_801813",3.445,68.22,0.4333,0.117,0.0044,24,20,"MYD88_O35887_x1_3",1,2,"MYD88","MYD88_O35887_x1_3_model_3_multimer_v2_p1_230329_801813",4
"MYD88_O35887_x1",4,"model_4_multimer_v2_p1_230329_037548",4.167,70.08,0.4366,0.1816,0.0089,29,23,"MYD88_O35887_x1_4",1,2,"MYD88","MYD88_O35887_x1_4_model_4_multimer_v2_p1_230329_037548",4
"MYD88_O35887_x1",5,"model_5_multimer_v2_p1_230329_154650",5.597,68.9,0.4234,0.336,0.0177,41,52,"MYD88_O35887_x1_5",1,2,"MYD88","MYD88_O35887_x1_5_model_5_multimer_v2_p1_230329_154650",14
"MYD88_O35900_x1",1,"model_1_multimer_v2_p1_230324_566042",0.759,74.65,0.4304,0.048,4e-04,16,12,"MYD88_O35900_x1_1",1,2,"MYD88","MYD88_O35900_x1_1_model_1_multimer_v2_p1_230324_566042",18
"MYD88_O35900_x1",2,"model_2_multimer_v2_p1_230324_923028",0.864,76.13,0.4317,0.0289,0.0025,18,14,"MYD88_O35900_x1_2",1,2,"MYD88","MYD88_O35900_x1_2_model_2_multimer_v2_p1_230324_923028",4
"MYD88_O35900_x1",3,"model_3_multimer_v2_p1_230324_948429",1.156,74.34,0.4285,0.033,9e-04,15,13,"MYD88_O35900_x1_3",1,2,"MYD88","MYD88_O35900_x1_3_model_3_multimer_v2_p1_230324_948429",9
"MYD88_O35900_x1",4,"model_4_multimer_v2_p1_230324_517969",1.4,75.98,0.4309,0.0313,7e-04,14,9,"MYD88_O35900_x1_4",2,2,"MYD88","MYD88_O35900_x1_4_model_4_multimer_v2_p1_230324_517969",8
"MYD88_O35900_x1",5,"model_5_multimer_v2_p1_230324_393739",1.633,73.9,0.4319,0.0301,7e-04,13,10,"MYD88_O35900_x1_5",2,2,"MYD88","MYD88_O35900_x1_5_model_5_multimer_v2_p1_230324_393739",4
"MYD88_O35942_x1",1,"model_1_multimer_v2_p1_230324_199078",2.103,71.04,0.4589,0.3106,0.1305,39,57,"MYD88_O35942_x1_1",1,2,"MYD88","MYD88_O35942_x1_1_model_1_multimer_v2_p1_230324_199078",15
