Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,T:.Protein.names,Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,C:.Only.identified.by.site,C:.Reverse,C:.Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],Valid.values,N:.Valid.values.60.min,N:.Valid.values.unstim,60.min.FG199.neu,60.min.FG200.neu,60.min.FG201.neu,60.min.FG202.neu,unstim.FG196.neu,unstim.FG197.neu,unstim.FG198.neu,ORIGIN,PULLED_PROTEIN,KO
FALSE,1.65757081365526,-1.13350033760071,B8ZXI1,B8ZXI1,Queuine tRNA-ribosyltransferase subunit QTRTD1,Qtrtd1,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,46.288,8,4,4,11.8189001083374,11.5008001327515,11.9821996688843,12.8416996002197,13.0668001174927,13.3289003372192,13.1125001907349,60,IRAK1,NONE
TRUE,1.92919889975885,-3.82903361320496,C0HKD9;C0HKD8,C0HKD9;C0HKD8,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,51.954,8,4,4,16.2341003417969,14.5244998931885,15.6442003250122,16.6639995574951,20.5356006622314,20.62380027771,17.627799987793,60,IRAK1,NONE
TRUE,0.857222436196095,-2.83312527338664,C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8R1M2;Q64523;Q8CGP7;Q8CGP5;Q8BFU2;Q6GSS7,C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8R1M2;Q64523;Q8CGP7;Q8CGP5;Q8BFU2;Q6GSS7,Histone H2A type 1-H;Histone H2A.J;Histone H2A type 2-C;Histone H2A type 1-K;Histone H2A type 1-F;Histone H2A type 3;Histone H2A type 2-A,Hist1h2ah;H2afj;Hist2h2ac;Hist1h2ak;Hist1h2af;Hist3h2a;Hist2h2aa1,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,14.135,8,4,4,13.9616003036499,14.4137001037598,13.9124002456665,14.3062000274658,16.0200004577637,20.6769008636475,14.2479000091553,60,IRAK1,NONE
FALSE,0.278146946470411,0.363249937693277,CON__ENSEMBL:ENSBTAP00000014147,CON__ENSEMBL:ENSBTAP00000014147,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,1,11.756,8,4,4,15.3622999191284,16.3297004699707,14.31130027771,14.6232995986938,14.6461000442505,14.8561000823975,14.8780002593994,60,IRAK1,NONE
TRUE,0.958144024441348,1.94899988174438,CON__P00711,CON__P00711,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,3,14.186,7,4,3,15.2871999740601,18.028299331665,15.5527000427246,15.9033994674683,NA,14.5215997695923,13.9661998748779,60,IRAK1,NONE
TRUE,1.22275475093736,-4.60033384958903,CON__P00761,CON__P00761,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,2,24.409,8,4,4,17.8250999450684,17.4683990478516,17.9270992279053,24.0757999420166,24.1042995452881,23.2772006988525,24.3917999267578,60,IRAK1,NONE
FALSE,1.21585802399142,0.967484156290691,CON__P02533;CON__Q6IFX2;Q6IFX2;CON__P19012;CON__A2A4G1;Q61414;CON__Q61782;CON__P19001;P19001;CON__P05784;CON__P35900;CON__Q9D312;P05784;Q9D312;CON__Q8N1A0;CON__A2A5Y0;CON__A2AB72;CON__O76015;CON__O76013;CON__Q7Z3Y9;CON__O76014;CON__REFSEQ:XP_986630;Q8CCX5;Q61897;Q62168;Q61765;Q6IFX3;Q8VCW2;Q9Z320;A6BLY7;B1AQ75;A1L317,CON__P02533,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,21,51.621,8,4,4,17.6306991577148,18.1121006011963,18.9438991546631,18.7443008422852,17.8349990844727,17.2015991210938,17.1341991424561,60,IRAK1,NONE
FALSE,0.231337740767485,0.35509999593099,CON__P02538;CON__O95678;CON__Q8VED5;Q8VED5;CON__P07744;P07744;CON__H-INV:HIT000292931;Q99M73;CON__Q61726;CON__O43790;CON__Q6NT21;CON__P78385;CON__Q14533;CON__P78386;Q9ERE2;P97861;Q6IMF0;Q9Z2T6,CON__P02538,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,23,60.044,7,3,4,12.0559997558594,12.8268003463745,NA,12.4460000991821,11.9375,13.1232004165649,11.2027997970581,60,IRAK1,NONE
FALSE,0.55143230745525,1.49482504526774,CON__P02662,CON__P02662,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,5,22.975,8,4,4,19.0911998748779,20.5673999786377,18.3358993530273,20.2971992492676,15.648099899292,19.9939994812012,18.5921993255615,60,IRAK1,NONE
FALSE,0.61405072233051,0.558266480763752,CON__P02663,CON__P02663,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,5,24.348,8,4,4,19.0457000732422,20.156400680542,18.7903995513916,19.091100692749,18.2171001434326,18.7865009307861,19.1343002319336,60,IRAK1,NONE
TRUE,0.947159953494195,2.10793304443359,CON__P02666,CON__P02666,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,1,23.583,6,3,3,18.516300201416,21.622200012207,NA,20.513599395752,17.1851005554199,18.2047004699707,18.9384994506836,60,IRAK1,NONE
FALSE,0.331259668795162,1.07467532157898,CON__P02668,CON__P02668,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,3,18.974,8,4,4,17.1023006439209,19.5315990447998,15.647500038147,18.890100479126,14.772500038147,18.3824996948242,16.9995994567871,60,IRAK1,NONE
FALSE,0.0284085504408725,0.0558222929636631,CON__P02768-1,CON__P02768-1,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,7,69.366,8,4,4,11.6286001205444,12.1552000045776,12.2954998016357,10.118390083313,11.7216005325317,12.0015001296997,10.7576999664307,60,IRAK1,NONE
FALSE,0.164293899793116,0.505016803741455,CON__P02769;P07724,CON__P02769,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,39,69.293,8,4,4,20.7812995910645,23.0643997192383,21.1277008056641,20.9260005950928,19.3222007751465,23.2625999450684,20.3246994018555,60,IRAK1,NONE
FALSE,0,1.35855054855347,CON__P04259,CON__P04259,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,24,59.998,6,4,2,12.4040002822876,14.5907001495361,10.9310998916626,12.0916004180908,NA,11.1457996368408,NA,60,IRAK1,NONE
FALSE,0.30294831126326,-0.441158612569172,CON__P04264,CON__P04264,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,36,66.017,8,4,4,22.2273006439209,22.7434997558594,23.9288005828857,23.3274993896484,23.8029003143311,24.1718006134033,22.519100189209,60,IRAK1,NONE
FALSE,1.94840089575984,1.07379150390625,CON__P08779;CON__Q9Z2K1;CON__Q3ZAW8;Q9Z2K1;CON__P08727,CON__P08779,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,22,51.267,8,4,4,18.4895992279053,18.8421993255615,19.0750999450684,19.5391998291016,18.1198997497559,17.8139991760254,17.8043003082275,60,IRAK1,NONE
FALSE,0.319468266421798,-0.248850186665853,CON__P12763,CON__P12763,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,2,38.418,8,4,4,13.7363996505737,14.0633001327515,13.4366998672485,13.2142000198364,14.4270000457764,13.6812000274658,13.476300239563,60,IRAK1,NONE
FALSE,0.187092937612509,0.202858130137127,CON__P13645;CON__P02535-1;P02535;CON__Q148H6;CON__Q7Z3Y7;CON__Q7Z3Z0;CON__Q7Z3Y8;CON__Q2M2I5,CON__P13645,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,26,59.51,8,4,4,22.3549995422363,22.1431999206543,23.510799407959,22.2754993438721,22.8047008514404,22.2738990783691,22.0261993408203,60,IRAK1,NONE
FALSE,0.518889428749426,0.510908444722492,CON__P13647,CON__P13647,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,27,62.378,8,4,4,18.0519008636475,18.8764991760254,19.7984008789063,18.9815006256104,18.4764003753662,18.6693000793457,18.1028003692627,60,IRAK1,NONE
FALSE,0.323617039731141,-0.481233596801758,CON__P15636,CON__P15636,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,13,68.124,8,4,4,24.0562992095947,25.2812995910645,25.5858001708984,25.6438007354736,26.486400604248,24.6620998382568,25.7206001281738,60,IRAK1,NONE
FALSE,0.29612322869964,-0.381141662597656,CON__P35527,CON__P35527,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,28,62.129,8,4,4,21.1912002563477,22.1137008666992,23.0025005340576,22.2390995025635,22.5878009796143,23.1002998352051,21.8652000427246,60,IRAK1,NONE
FALSE,0.0372781048659037,0.0616494814554862,CON__P35908;Q6IFZ9;CON__H-INV:HIT000016045;CON__REFSEQ:XP_932229,CON__P35908,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,37,65.865,8,4,4,21.6830997467041,21.8861999511719,23.6252994537354,22.1168003082275,22.7191009521484,22.2805004119873,21.798999786377,60,IRAK1,NONE
TRUE,1.43773941540248,1.69875860214233,CON__P48668,CON__P48668,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,24,60.024,8,4,4,18.0086002349854,18.3766994476318,16.6788005828857,18.6128005981445,15.9766998291016,16.9561004638672,15.7285995483398,60,IRAK1,NONE
TRUE,1.40190251514014,2.35151688257853,CON__Q04695;CON__Q9QWL7;Q9QWL7,CON__Q04695;CON__Q9QWL7;Q9QWL7,"Keratin, type I cytoskeletal 17",Krt17,Color2 [DarkGray],1,4,NA,NA,NA,+,13,48.105,8,4,4,13.6405000686646,14.8570003509521,13.5106000900269,15.3432998657227,13.4453001022339,10.728099822998,11.7855997085571,60,IRAK1,NONE
FALSE,0.00713248521560557,0.00485817591349402,CON__Q1RMK2;CON__ENSEMBL:ENSBTAP00000011227;CON__ENSEMBL:ENSBTAP00000033053,CON__Q1RMK2,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,13,65.056,8,4,4,16.262300491333,16.9561004638672,16.3045997619629,16.5214996337891,16.4958000183105,16.2502002716064,16.7728004455566,60,IRAK1,NONE
FALSE,0.469831964923823,0.785674969355265,CON__Q32MB2;CON__Q7RTS7;CON__Q3SY84,CON__Q32MB2;CON__Q7RTS7;CON__Q3SY84,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,5,58.923,8,4,4,15.442099571228,16.1014995574951,17.8854007720947,15.9293003082275,16.218900680542,15.793399810791,14.6493997573853,60,IRAK1,NONE
FALSE,0.389680276833721,-0.64347505569458,CON__Q5D862,CON__Q5D862,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,2,248.07,8,4,4,10.7014999389648,10.4682998657227,12.8791999816895,11.430700302124,12.5283002853394,12.2080001831055,11.3038997650146,60,IRAK1,NONE
FALSE,0.182186836364627,-0.373700141906738,CON__Q6KB66-1;CON__Q0VBK2;Q0VBK2,CON__Q6KB66-1,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,3,50.525,8,4,4,10.476300239563,11.7002000808716,13.6072998046875,11.878999710083,12.8100004196167,11.9805002212524,12.0776996612549,60,IRAK1,NONE
FALSE,0.404717177900545,-2.44616603851318,CON__Q6NXH9;Q6NXH9,CON__Q6NXH9;Q6NXH9,"Keratin, type II cytoskeletal 73",Krt73,Color2 [DarkGray],1,4,NA,NA,NA,+,6,58.911,6,3,3,16.6944007873535,11.2941999435425,17.2772998809814,NA,17.7206993103027,NA,17.3488998413086,60,IRAK1,NONE
FALSE,0.138616330799657,-0.214675029118856,CON__Q8N1N4-2;CON__Q7RTT2,CON__Q8N1N4-2;CON__Q7RTT2,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,11,56.964,8,4,4,13.8438997268677,14.6983995437622,16.152099609375,15.2489004135132,15.3956995010376,15.0108003616333,15.1949996948242,60,IRAK1,NONE
FALSE,0.872291218142553,-0.613041718800863,CON__Q7Z794;CON__Q6IFZ6;Q6IFZ6,CON__Q7Z794;CON__Q6IFZ6;Q6IFZ6,"Keratin, type II cytoskeletal 1b",Krt77,Color2 [DarkGray],1,4,NA,NA,NA,+,8,61.802,8,4,4,13.7944002151489,13.3948001861572,13.4604997634888,12.5520000457764,14.2468004226685,13.6981000900269,13.7954998016357,60,IRAK1,NONE
FALSE,0.0590172268953863,0.129541317621866,CON__Q86YZ3,CON__Q86YZ3,NA,NA,Color2 [DarkGray],1,4,NA,NA,NA,+,8,282.39,8,4,4,12.1218996047974,13.2589998245239,14.918399810791,13.0162000656128,13.0057001113892,13.9800004959106,12.6122999191284,60,IRAK1,NONE
TRUE,2.58735418079704,-3.05996592839559,D0QMC3;P0DOV2,D0QMC3,Myeloid cell nuclear differentiation antigen-like protein,Mndal,Color2 [DarkGray],1,4,NA,NA,NA,NA,9,60.526,8,4,4,13.5192003250122,13.3044996261597,13.3318004608154,14.2313003540039,17.1408996582031,17.3307991027832,15.4982995986938,60,IRAK1,NONE
FALSE,0.453072089153497,1.63553023338318,E9PVX6,E9PVX6,NA,Mki67,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,350.86,4,2,2,NA,9.53871059417725,NA,10.5271997451782,9.66491031646729,NA,7.12993955612183,60,IRAK1,NONE
FALSE,0,NA,E9PZM4;P40201,E9PZM4,Chromodomain-helicase-DNA-binding protein 2,Chd2,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,210.8,2,0,2,NA,NA,NA,NA,10.8198003768921,12.1960000991821,NA,60,IRAK1,NONE
FALSE,1.86796566661724,-0.904878377914429,E9Q555,E9Q555,E3 ubiquitin-protein ligase RNF213,Rnf213,Color2 [DarkGray],1,4,NA,NA,NA,NA,9,584.78,8,4,4,10.0515098571777,9.73587989807129,9.58393001556396,10.5116996765137,10.8856000900269,10.8685998916626,10.8726997375488,60,IRAK1,NONE
FALSE,0.0952597934441853,-0.298162221908569,E9Q557,E9Q557,Desmoplakin,Dsp,Color2 [DarkGray],1,4,NA,NA,NA,NA,17,332.91,8,4,4,10.2218198776245,12.1871995925903,14.7959995269775,12.5274000167847,12.3997001647949,13.2904005050659,12.5037002563477,60,IRAK1,NONE
TRUE,1.44735458524074,-1.85223348935445,E9Q5C9,E9Q5C9,NA,Nolc1,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,73.697,8,4,4,13.1800003051758,13.0946998596191,12.4640998840332,12.9471998214722,15.4062004089355,15.6206998825073,13.2943000793457,60,IRAK1,NONE
FALSE,1.10580363601963,0.598824739456177,E9Q5G3,E9Q5G3,Kinesin-like protein KIF23,Kif23,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,108.77,7,4,3,11.3437995910645,11.0847997665405,10.7315998077393,11.3013000488281,NA,10.2811002731323,10.7519998550415,60,IRAK1,NONE
TRUE,2.33995514511519,-1.35303314526876,E9Q634;P70248,E9Q634,Unconventional myosin-Ie,Myo1e,Color2 [DarkGray],1,4,NA,NA,NA,NA,11,126.82,8,4,4,13.6499996185303,13.1733999252319,12.8571004867554,13.8163003921509,14.858099937439,14.8280000686646,14.4955997467041,60,IRAK1,NONE
FALSE,0,NA,E9Q6J5,E9Q6J5,NA,Bod1l,Color2 [DarkGray],1,4,NA,NA,NA,NA,1,327.45,2,0,2,NA,NA,NA,NA,10.6496000289917,11.5431003570557,NA,60,IRAK1,NONE
FALSE,0.676980117586156,-1.98795636494954,E9Q7G0,E9Q7G0,NA,Numa1,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,235.63,5,2,3,NA,NA,8.82231998443604,8.2168607711792,10.1634998321533,12.3039999008179,9.05514049530029,60,IRAK1,NONE
FALSE,0,NA,E9Q7R9,E9Q7R9,NA,Cfap43,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,193.42,3,0,3,NA,NA,NA,NA,11.7079000473022,11.5539999008179,9.01619052886963,60,IRAK1,NONE
TRUE,1.14601051313869,-1.89505378405253,G5E870,G5E870,E3 ubiquitin-protein ligase TRIP12,Trip12,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,224.13,8,4,4,9.85403060913086,8.72677040100098,8.75076007843018,8.86968994140625,10.0609998703003,12.7785997390747,9.99650001525879,60,IRAK1,NONE
FALSE,0.758456939648003,-0.39710815747579,O08528;Q3TRM8,O08528,Hexokinase-2,Hk2,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,102.53,8,4,4,13.0981998443604,13.4225997924805,12.9069004058838,13.6059999465942,14.0577001571655,13.4638996124268,13.4449996948242,60,IRAK1,NONE
FALSE,1.6358858968455,-0.664349714914957,O08553;P97427;Q62188,O08553,Dihydropyrimidinase-related protein 2,Dpysl2,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,62.277,8,4,4,14.9175996780396,14.8933000564575,14.2190999984741,14.913800239563,15.4512996673584,15.3473997116089,15.4021997451782,60,IRAK1,NONE
FALSE,0.17518254920145299,-0.217533270517984,O08573,O08573,Galectin-9,Lgals9,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,40.035,8,4,4,14.1316003799438,14.4533996582031,14.6703996658325,13.0181999206543,13.8098001480103,14.5299997329712,14.5179996490479,60,IRAK1,NONE
FALSE,0.554631408531089,-0.229534943898519,O08582,O08582,GTP-binding protein 1,Gtpbp1,Color2 [DarkGray],1,4,NA,NA,NA,NA,1,72.3,8,4,4,10.1285104751587,9.968430519104,10.0825204849243,10.4168004989624,10.6111001968384,10.5032005310059,10.0215005874634,60,IRAK1,NONE
FALSE,0,-2.20254993438721,O08583;Q9JJW6,O08583;Q9JJW6,THO complex subunit 4;Aly/REF export factor 2,Alyref;Alyref2,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,26.94,4,1,3,NA,11.7108001708984,NA,NA,16.3994998931885,NA,11.4272003173828,60,IRAK1,NONE
FALSE,1.3830287807959,0.762774705886841,O08638;Q91Z83;P13542;Q02566;P13541;A2AQP0,O08638,Myosin-11,Myh11,Color2 [DarkGray],1,4,NA,NA,NA,NA,16,227.03,7,4,3,14.6150999069214,14.3212003707886,14.3593997955322,14.4289999008179,NA,14.0571002960205,13.2797002792358,60,IRAK1,NONE
FALSE,0,-1.87735939025879,O08665,O08665,Semaphorin-3A,Sema3a,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,88.812,3,1,2,NA,NA,NA,8.46334075927734,10.068699836731,10.6127004623413,NA,60,IRAK1,NONE
FALSE,0.921977182942236,1.32637524604797,O08709,O08709,Peroxiredoxin-6,Prdx6,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,24.87,8,4,4,14.2637004852295,13.9252004623413,13.8148002624512,13.6166000366211,10.9407997131348,13.5492000579834,13.2461004257202,60,IRAK1,NONE
FALSE,0.146317577685394,-0.116408427556356,O08749,O08749,"Dihydrolipoyl dehydrogenase, mitochondrial",Dld,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,54.272,8,4,4,13.8699998855591,13.5960998535156,14.1538000106812,13.7706003189087,13.9533004760742,14.5206995010376,13.4181003570557,60,IRAK1,NONE
FALSE,0.13810991651453,-0.102025032043457,O08756,O08756,3-hydroxyacyl-CoA dehydrogenase type-2,Hsd17b10,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,27.418,8,4,4,11.4755001068115,11.7024002075195,11.5071001052856,10.8149003982544,11.6681003570557,11.104100227356,11.6588001251221,60,IRAK1,NONE
TRUE,1.57581863198968,-2.02325836817423,O08759,O08759,Ubiquitin-protein ligase E3A,Ube3a,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,99.818,8,4,4,11.4586000442505,11.3620004653931,11.7170000076294,12.0222997665405,14.1654996871948,14.6343002319336,12.1899003982544,60,IRAK1,NONE
TRUE,1.72359101519202,-2.65228390693665,O08784,O08784,Treacle protein,Tcof1,Color2 [DarkGray],1,4,NA,NA,NA,NA,27,135,8,4,4,16.1000995635986,15.109299659729,15.5120000839233,15.6932001113892,18.6021003723145,19.5790004730225,16.5867004394531,60,IRAK1,NONE
TRUE,1.51192961026853,-1.94323833783468,O08788,O08788,Dynactin subunit 1,Dctn1,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,141.67,8,4,4,10.0476703643799,9.75174999237061,9.45466041564941,11.3938999176025,12.4853000640869,12.6983003616333,11.1321001052856,60,IRAK1,NONE
FALSE,1.91501408077041,-0.902649561564129,O08807,O08807,Peroxiredoxin-4,Prdx4,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,31.052,8,4,4,18.3887996673584,18.0589008331299,17.6529998779297,17.8078994750977,18.6450996398926,18.7947998046875,19.199499130249,60,IRAK1,NONE
TRUE,1.56647682338452,-2.02531719207764,O08810,O08810,116 kDa U5 small nuclear ribonucleoprotein component,Eftud2,Color2 [DarkGray],1,4,NA,NA,NA,NA,18,109.36,8,4,4,14.7126998901367,15.0777997970581,14.474100112915,15.0087995529175,16.8701000213623,18.1431007385254,15.5178003311157,60,IRAK1,NONE
FALSE,0.367470123274204,-1.10250027974447,O08848,O08848,60 kDa SS-A/Ro ribonucleoprotein,Trove2,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,60.123,7,3,4,11.3424997329712,NA,11.8884000778198,10.3362998962402,10.8220996856689,14.6014003753662,11.4512004852295,60,IRAK1,NONE
FALSE,2.28436123482234,-1.18130016326904,O09106,O09106,Histone deacetylase 1,Hdac1,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,55.074,6,3,3,12.8199996948242,12.6161003112793,NA,13.2328996658325,14.0255002975464,14.2839002609253,13.9034996032715,60,IRAK1,NONE
TRUE,2.11409765004523,-1.73187478383382,O09167,O09167,60S ribosomal protein L21,Rpl21,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,18.562,8,4,4,15.2976999282837,14.730899810791,15.2896995544434,15.5665998458862,17.2215995788574,17.4932994842529,16.1443996429443,60,IRAK1,NONE
FALSE,0.969608370234033,-0.797683159510294,O35130,O35130,Ribosomal RNA small subunit methyltransferase NEP1,Emg1,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,26.974,8,4,4,12.0151996612549,12.3584003448486,11.1414003372192,12.7444000244141,12.7782001495361,12.852499961853,12.9568996429443,60,IRAK1,NONE
FALSE,0,-1.66910044352213,O35226,O35226,26S proteasome non-ATPase regulatory subunit 4,Psmd4,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,40.703,5,1,4,NA,NA,NA,12.092399597168,13.157600402832,15.8923997879028,12.2344999313354,60,IRAK1,NONE
TRUE,1.7411533026761,-3.42650810877482,O35286,O35286,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,Dhx15,Color2 [DarkGray],1,4,NA,NA,NA,NA,16,91.006,8,4,4,13.6016998291016,14.145899772644,13.1008005142212,14.0725002288818,16.8045997619629,19.2749996185303,15.3906002044678,60,IRAK1,NONE
