Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,Potential.contami1000t,Peptides,Valid.values,Valid.values.60.min,Valid.values.unstim,60.min.FG207.neu,60.min.FG208.neu,60.min.FG209.neu,60.min.FG210.neu,unstim.FG38.neu,unstim.FG39.neu,unstim.FG40.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,2.66177742490167,-2.78550863265991,B9EJ86;Q9ER64,B9EJ86,Oxysterol-binding protein,Osbpl8,Color2 [DarkGray],1,4,NA,NA,12,7,4,3,14.5163259506226,14.7757263183594,13.3729257583618,13.253625869751,16.8797264099121,16.9847259521484,16.4310264587402,60,IRAK4,NONE
TRUE,3.11506072018981,9.58294105529785,C0HKD9;C0HKD8,C0HKD9;C0HKD8,NA,NA,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,18.8731250762939,22.7155265808105,21.7491264343262,18.4878253936768,10.8526268005371,11.8096265792847,9.95812606811523,60,IRAK4,NONE
TRUE,4.58861935864363,-5.55950824419658,CON__P01966,CON__P01966,NA,NA,Color2 [DarkGray],1,4,NA,+,3,7,4,3,14.3759260177612,12.8870258331299,13.8639259338379,13.7233257293701,19.4416255950928,19.3054256439209,19.0691261291504,60,IRAK4,NONE
TRUE,2.2587676353568,10.2592244148254,CON__P02668,CON__P02668,NA,NA,Color2 [DarkGray],1,4,NA,+,4,6,4,2,20.140926361084,19.759126663208,22.9063262939453,16.8206253051758,NA,10.0407266616821,9.25432682037354,60,IRAK4,NONE
TRUE,2.19295592774495,4.41965786616008,CON__P02769;P07724,CON__P02769,NA,NA,Color2 [DarkGray],1,4,NA,+,48,7,4,3,24.5871257781982,23.9859256744385,27.5993270874023,25.1062259674072,21.4699268341064,20.9550266265869,20.2750263214111,60,IRAK4,NONE
TRUE,3.29835540766921,-3.42154105504354,CON__P06868,CON__P06868,NA,NA,Color2 [DarkGray],1,4,NA,+,10,7,4,3,12.7267265319824,11.7954263687134,12.2919263839722,13.3305263519287,16.4052257537842,15.7865257263184,15.6813259124756,60,IRAK4,NONE
TRUE,2.43070124537092,-3.02859139442444,CON__P12763,CON__P12763,NA,NA,Color2 [DarkGray],1,4,NA,+,6,7,4,3,16.9282264709473,16.0338268280029,15.553126335144,16.4308261871338,19.3955268859863,20.1873264312744,18.2124252319336,60,IRAK4,NONE
TRUE,2.09307336836741,2.10508362452189,CON__P15636,CON__P15636,NA,NA,Color2 [DarkGray],1,4,NA,+,14,7,4,3,27.3750267028809,27.6454257965088,26.3304252624512,26.8266258239746,25.0990257263184,25.5785255432129,24.1403255462646,60,IRAK4,NONE
TRUE,3.93040854434196,-6.88522426287333,CON__Q28107;O88783,CON__Q28107,NA,NA,Color2 [DarkGray],1,4,NA,+,26,7,4,3,11.8891267776489,10.7721567153931,10.0978965759277,12.2772264480591,18.3287258148193,18.5023250579834,17.6019268035889,60,IRAK4,NONE
TRUE,1.37638563993445,-3.48227508862813,CON__Q2UVX4;P01027,CON__Q2UVX4,NA,NA,Color2 [DarkGray],1,4,NA,+,13,7,4,3,12.543025970459,10.2287559509277,14.8416261672974,10.6571960449219,15.8595266342163,15.9727258682251,14.8175258636475,60,IRAK4,NONE
TRUE,3.33879772557325,-5.90179983774821,CON__Q3SX09;CON__P02070;P02104;P02089;P02088,CON__Q3SX09,NA,NA,Color2 [DarkGray],1,4,NA,+,7,6,3,3,14.2735261917114,14.7002258300781,13.4553260803223,NA,19.9945259094238,20.803825378418,19.3361263275146,60,IRAK4,NONE
TRUE,3.22174921589321,-5.83713340759277,CON__Q3SX14,CON__Q3SX14,NA,NA,Color2 [DarkGray],1,4,NA,+,28,6,3,3,13.87122631073,12.2702264785767,NA,13.1484260559082,19.2526264190674,19.3560256958008,18.192626953125,60,IRAK4,NONE
TRUE,3.0329031525573,-3.55846691131592,CON__Q3ZBS7;P29788,CON__Q3ZBS7,NA,NA,Color2 [DarkGray],1,4,NA,+,7,6,3,3,14.5143260955811,15.1057262420654,NA,15.2035264968872,18.696626663208,18.9707260131836,17.8316268920898,60,IRAK4,NONE
TRUE,2.09344680083426,-5.40687290827433,D3YXK2,D3YXK2,Scaffold attachment factor B1,Safb,Color2 [DarkGray],1,4,NA,NA,8,5,2,3,10.7259464263916,NA,NA,11.7464265823364,17.3034267425537,17.1711254119873,15.454626083374,60,IRAK4,NONE
TRUE,2.60256326204426,-1.50421682993571,E9PVA8,E9PVA8,NA,Gcn1l1,Color2 [DarkGray],1,4,NA,NA,21,7,4,3,12.2019262313843,12.3843259811401,11.8205261230469,12.4667263031006,14.0523262023926,13.8789262771606,13.2365264892578,60,IRAK4,NONE
TRUE,2.88112905556505,-6.28833413124084,E9PVX6,E9PVX6,NA,Mki67,Color2 [DarkGray],1,4,NA,NA,53,7,4,3,10.7576961517334,11.8546266555786,12.6272258758545,8.95668601989746,17.5777263641357,17.6700267791748,16.76442527771,60,IRAK4,NONE
TRUE,3.42336726420714,-5.8854562441508,E9PZJ8,E9PZJ8,Activating signal cointegrator 1 complex subunit 3,Ascc3,Color2 [DarkGray],1,4,NA,NA,27,7,4,3,9.82797622680664,9.02190685272217,8.15144634246826,10.571216583252,15.668625831604,15.6562261581421,14.5109262466431,60,IRAK4,NONE
TRUE,1.5078823024999,-1.97965129216512,E9Q1P8,E9Q1P8,Interferon regulatory factor 2-binding protein 2,Irf2bp2,Color2 [DarkGray],1,4,NA,NA,3,7,4,3,12.4088268280029,11.2904262542725,10.5528964996338,10.2984161376953,13.0107259750366,13.9116258621216,12.4295263290405,60,IRAK4,NONE
TRUE,3.92808096046992,-4.74592471122742,E9Q3L2,E9Q3L2,NA,Pi4ka,Color2 [DarkGray],1,4,NA,NA,25,7,4,3,11.573826789856,10.8628263473511,12.1598262786865,11.303126335144,16.3403263092041,16.7736263275146,15.5485258102417,60,IRAK4,NONE
TRUE,1.71652297167442,-2.37120819091797,E9Q555,E9Q555,E3 ubiquitin-protein ligase RNF213,Rnf213,Color2 [DarkGray],1,4,NA,NA,39,7,4,3,12.3455266952515,14.3071260452271,12.4490261077881,11.6397266387939,15.0622262954712,15.4205265045166,14.6869258880615,60,IRAK4,NONE
TRUE,1.7206260036038,2.0743666489919,E9Q557,E9Q557,Desmoplakin,Dsp,Color2 [DarkGray],1,4,NA,NA,19,7,4,3,12.7599258422852,15.1548261642456,14.3692264556885,13.7941265106201,11.6898260116577,12.1824264526367,11.9632263183594,60,IRAK4,NONE
TRUE,1.92999039634249,-3.54862475395203,E9Q5G3,E9Q5G3,Kinesin-like protein KIF23,Kif23,Color2 [DarkGray],1,4,NA,NA,32,7,4,3,16.9114265441895,13.5541257858276,16.3941268920898,16.2755260467529,19.3287258148193,19.7503261566162,18.9182262420654,60,IRAK4,NONE
TRUE,5.99790591170595,-7.61840804417928,E9Q634;P70248,E9Q634,Unconventional myosin-Ie,Myo1e,Color2 [DarkGray],1,4,NA,NA,48,7,4,3,16.2704257965088,16.4862251281738,16.4818267822266,16.2301254272461,24.1007251739502,24.4472255706787,23.4087257385254,60,IRAK4,NONE
TRUE,1.2631079428175,-3.30378993352254,E9Q7G0,E9Q7G0,NA,Numa1,Color2 [DarkGray],1,4,NA,NA,27,7,4,3,9.23856639862061,14.615626335144,12.2019262313843,12.704026222229,15.7182264328003,15.5359258651733,15.2273263931274,60,IRAK4,NONE
TRUE,3.04523504793932,-5.85171667734782,E9QAM5,E9QAM5,Helicase with zinc finger domain 2,Helz2,Color2 [DarkGray],1,4,NA,NA,30,6,3,3,10.2961463928223,9.47155666351318,NA,8.35912609100342,15.4948263168335,15.6537265777588,14.53342628479,60,IRAK4,NONE
TRUE,3.12696714638558,-6.91172981262207,E9QAT4,E9QAT4,NA,Sec16a,Color2 [DarkGray],1,4,NA,NA,24,6,3,3,9.52966594696045,8.75936603546143,10.268256187439,NA,16.6928253173828,17.3193264007568,15.2803258895874,60,IRAK4,NONE
TRUE,2.22524453672601,-3.78924655914307,F6ZDS4,F6ZDS4,Nucleoprotein TPR,Tpr,Color2 [DarkGray],1,4,NA,NA,13,6,3,3,8.39658641815186,9.51492595672607,NA,10.7982263565063,13.4875259399414,13.5357265472412,13.0542259216309,60,IRAK4,NONE
TRUE,2.57406910647362,-6.4137183825175,G3X9J0,G3X9J0,NA,Sipa1l3,Color2 [DarkGray],1,4,NA,NA,31,7,4,3,12.4646263122559,8.28363609313965,9.25833606719971,11.1727666854858,16.9094257354736,17.2796268463135,15.9366264343262,60,IRAK4,NONE
TRUE,3.14299174293078,-1.97912955284119,G5E869,G5E869,NA,Zfp142,Color2 [DarkGray],1,4,NA,NA,2,7,4,3,11.0791368484497,11.7485265731812,11.5468263626099,11.0530967712402,13.4575262069702,13.6187257766724,12.9318265914917,60,IRAK4,NONE
TRUE,1.38420145845842,-1.98896662394206,G5E870,G5E870,E3 ubiquitin-protein ligase TRIP12,Trip12,Color2 [DarkGray],1,4,NA,NA,19,7,4,3,12.441125869751,14.8374261856079,13.6682262420654,12.3525266647339,15.5713262557983,15.5840263366699,14.7860260009766,60,IRAK4,NONE
TRUE,1.23438599009363,-2.09863169987996,G5E8K5;Q8C8R3,G5E8K5,Ankyrin-3,Ank3,Color2 [DarkGray],1,4,NA,NA,3,5,2,3,9.49276638031006,NA,NA,9.36235618591309,10.5632266998291,12.4425258636475,11.572826385498,60,IRAK4,NONE
TRUE,3.31597503783499,-5.65774027506511,L0N7N1,L0N7N1,Kinesin-like protein KIF14,Kif14,Color2 [DarkGray],1,4,NA,NA,35,6,3,3,12.2227268218994,10.9498062133789,NA,11.5798263549805,17.6229267120361,17.6630268096924,16.4396266937256,60,IRAK4,NONE
TRUE,2.61848874811491,-5.23141702016195,O08547,O08547,Vesicle-trafficking protein SEC22b,Sec22b,Color2 [DarkGray],1,4,NA,NA,2,7,4,3,13.9053258895874,11.4181261062622,14.0988264083862,14.4116258621216,18.7246265411377,19.5833263397217,17.7617263793945,60,IRAK4,NONE
TRUE,1.99444865837162,-1.78516634305318,O08582,O08582,GTP-binding protein 1,Gtpbp1,Color2 [DarkGray],1,4,NA,NA,7,7,4,3,14.24622631073,14.5209264755249,14.1196260452271,14.0737266540527,16.4401264190674,16.6277256011963,15.0080261230469,60,IRAK4,NONE
TRUE,3.21051530476244,-5.68513361612956,O08583;Q9JJW6,O08583;Q9JJW6,THO complex subunit 4;Aly/REF export factor 2,Alyref;Alyref2,Color2 [DarkGray],1,4,NA,NA,7,5,2,3,14.6664257049561,NA,14.2872257232666,NA,20.267126083374,20.5642261505127,19.6545257568359,60,IRAK4,NONE
TRUE,2.80788800418586,-3.76979986826579,O08663,O08663,Methionine aminopeptidase 2,Metap2,Color2 [DarkGray],1,4,NA,NA,5,6,3,3,16.7294254302979,15.4915266036987,NA,16.5217266082764,19.9695262908936,20.574426651001,19.5081253051758,60,IRAK4,NONE
TRUE,0.997228850109099,2.6652250289917,O08709,O08709,Peroxiredoxin-6,Prdx6,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,15.2049264907837,18.608325958252,16.3498268127441,13.6119260787964,12.8131265640259,14.3763265609741,12.646125793457,60,IRAK4,NONE
TRUE,1.41235125581663,-3.56120649973551,O09061,O09061,Proteasome subunit beta type-1,Psmb1,Color2 [DarkGray],1,4,NA,NA,3,6,3,3,14.5359258651733,10.7182064056396,NA,13.4040260314941,16.418025970459,17.0025253295898,15.9212265014648,60,IRAK4,NONE
TRUE,3.36792757935863,-2.91501704851786,O09106,O09106,Histone deacetylase 1,Hdac1,Color2 [DarkGray],1,4,NA,NA,8,7,4,3,15.8058261871338,16.2517261505127,15.5706262588501,15.8413257598877,18.4746265411377,19.5236263275146,18.3489265441895,60,IRAK4,NONE
TRUE,1.77782256338796,-2.80571667353312,O09167,O09167,60S ribosomal protein L21,Rpl21,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,19.0738258361816,21.4486255645752,20.5786266326904,18.5736255645752,22.8464260101318,22.8670253753662,22.4597263336182,60,IRAK4,NONE
TRUE,3.06444981178956,-2.81264980634054,O09172,O09172,Glutamate--cysteine ligase regulatory subunit,Gclm,Color2 [DarkGray],1,4,NA,NA,2,7,4,3,12.2491264343262,13.3411264419556,12.0774259567261,12.8206262588501,15.4490261077881,15.8488264083862,15.0063257217407,60,IRAK4,NONE
TRUE,2.00779236891683,-2.32731636365255,O35130,O35130,Ribosomal RNA small subunit methyltransferase NEP1,Emg1,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,15.1744260787964,15.1706266403198,14.2110261917114,14.0026264190674,17.3939266204834,17.5899257659912,15.9171257019043,60,IRAK4,NONE
TRUE,3.21544669648668,-5.95278239250183,O35218,O35218,Cleavage and polyadenylation specificity factor subunit 2,Cpsf2,Color2 [DarkGray],1,4,NA,NA,8,7,4,3,10.861026763916,9.63076686859131,9.4081563949585,12.0134267807007,16.2845268249512,17.135326385498,15.8735265731812,60,IRAK4,NONE
TRUE,1.05125026311511,-2.148708264033,O35226,O35226,26S proteasome non-ATPase regulatory subunit 4,Psmd4,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,15.1066265106201,15.9322261810303,17.7294254302979,14.0907258987427,18.1909255981445,18.6033267974854,16.7961254119873,60,IRAK4,NONE
TRUE,1.26418152467466,-5.65293121337891,O35295,O35295,Transcriptional activator protein Pur-beta,Purb,Color2 [DarkGray],1,4,NA,NA,6,5,2,3,11.075496673584,NA,15.9348258972168,NA,19.2515258789063,19.5364265441895,18.6863250732422,60,IRAK4,NONE
TRUE,3.05937216573049,-2.88126564025879,O35326,O35326,Serine/arginine-rich splicing factor 5,Srsf5,Color2 [DarkGray],1,4,NA,NA,5,6,3,3,17.4342269897461,17.7374267578125,NA,17.1896266937256,20.4710254669189,20.7399253845215,19.7941265106201,60,IRAK4,NONE
TRUE,3.24051544689224,-3.77261320749919,O35382,O35382,Exocyst complex component 4,Exoc4,Color2 [DarkGray],1,4,NA,NA,8,6,3,3,9.97639656066895,NA,10.5019960403442,9.4178466796875,13.7274265289307,14.1147260665894,13.3719263076782,60,IRAK4,NONE
TRUE,1.46633805429475,-2.16065001487732,O35465,O35465,Peptidyl-prolyl cis-trans isomerase FKBP8,Fkbp8,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,14.1342258453369,12.2787265777588,14.2800264358521,13.5905265808105,15.7519264221191,16.7934265136719,14.6492261886597,60,IRAK4,NONE
TRUE,2.80503299472654,-2.92887489000956,O35691,O35691,Pinin,Pnn,Color2 [DarkGray],1,4,NA,NA,13,7,4,3,14.8800258636475,15.1638259887695,13.8201265335083,13.9670257568359,17.6125259399414,17.7725257873535,16.7748260498047,60,IRAK4,NONE
TRUE,3.78587904115084,-3.35873285929362,O35737,O35737,"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",Hnrnph1,Color2 [DarkGray],1,4,NA,NA,13,7,4,3,18.545825958252,19.298526763916,18.4287261962891,18.5062255859375,22.0909252166748,22.511625289917,21.558126449585,60,IRAK4,NONE
TRUE,2.83164056602713,-1.9988420009613,O54734,O54734,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,Ddost,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,14.5747261047363,15.128026008606,14.325026512146,13.9484262466431,16.6248264312744,16.6502265930176,16.2036266326904,60,IRAK4,NONE
TRUE,4.55001548002721,-5.57910831769307,O54824,O54824,Pro-interleukin-16;Interleukin-16,Il16,Color2 [DarkGray],1,4,NA,NA,15,7,4,3,13.2858257293701,13.2883262634277,13.1859264373779,12.3085260391235,18.2343254089355,19.222526550293,18.3319263458252,60,IRAK4,NONE
TRUE,3.32203944208981,2.4402912457784,O55023,O55023,Inositol monophosphatase 1,Impa1,Color2 [DarkGray],1,4,NA,NA,8,7,4,3,18.8930263519287,18.7537250518799,18.3080253601074,18.1266269683838,16.0810260772705,16.5226268768311,15.6365261077881,60,IRAK4,NONE
TRUE,1.42833346218849,-2.33158365885417,O55028,O55028,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",Bckdk,Color2 [DarkGray],1,4,NA,NA,3,5,3,2,12.2923259735107,NA,12.4884262084961,11.7145261764526,15.2724266052246,NA,13.72092628479,60,IRAK4,NONE
TRUE,2.01800047251399,-2.03044191996256,O55029,O55029,Coatomer subunit beta,Copb2,Color2 [DarkGray],1,4,NA,NA,8,7,4,3,13.4390258789063,12.6132259368896,13.9469261169434,13.8902263641357,15.6955261230469,16.0898265838623,14.7230262756348,60,IRAK4,NONE
TRUE,1.42759525094422,-2.15430839856466,O55128,O55128,Histone deacetylase complex subunit SAP18,Sap18,Color2 [DarkGray],1,4,NA,NA,2,7,4,3,12.1736259460449,14.7157258987427,14.0399265289307,12.4093265533447,15.5607261657715,15.9036264419556,15.0025262832642,60,IRAK4,NONE
TRUE,4.2668863769547,-5.30296643575032,O55142,O55142,60S ribosomal protein L35a,Rpl35a,Color2 [DarkGray],1,4,NA,NA,2,7,4,3,17.0206260681152,17.0515251159668,16.7609252929688,17.8830261230469,22.4579257965088,23.1205253601074,21.867525100708,60,IRAK4,NONE
TRUE,2.64660413559463,-2.29403305053711,O55143;Q8R429,O55143,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,Atp2a2,Color2 [DarkGray],1,4,NA,NA,17,7,4,3,14.8432264328003,14.7691259384155,15.0969257354736,14.2836265563965,17.2285251617432,17.6463260650635,16.2519264221191,60,IRAK4,NONE
TRUE,2.1425502773286502,-2.90915457407633,O55201,O55201,Transcription elongation factor SPT5,Supt5h,Color2 [DarkGray],1,4,NA,NA,5,5,2,3,11.5130262374878,NA,NA,11.1683168411255,14.6800260543823,14.4653263092041,13.6041259765625,60,IRAK4,NONE
TRUE,1.04493628378639,-3.50559647878011,O70126,O70126,Aurora kinase B,Aurkb,Color2 [DarkGray],1,4,NA,NA,6,6,3,3,9.9423360824585,14.0801258087158,14.9667263031006,NA,16.3914260864258,17.0572261810303,16.0573253631592,60,IRAK4,NONE
TRUE,4.01562532808249,-4.05382466316223,O70133,O70133,ATP-dependent RNA helicase A,Dhx9,Color2 [DarkGray],1,4,NA,NA,36,7,4,3,16.3780269622803,17.0596256256104,16.2038269042969,15.8693265914917,20.6481266021729,20.7018260955811,19.9446258544922,60,IRAK4,NONE
TRUE,1.47295996622342,-2.14738368988037,O70152,O70152,Dolichol-phosphate mannosyltransferase subunit 1,Dpm1,Color2 [DarkGray],1,4,NA,NA,4,7,4,3,14.1417264938354,15.9157257080078,14.7445259094238,12.9647264480591,16.7715263366699,16.7244262695313,16.2712268829346,60,IRAK4,NONE
TRUE,3.69180940046851,-6.594051917394,O70157,O70157,DNA topoisomerase 3-alpha,Top3a,Color2 [DarkGray],1,4,NA,NA,15,7,4,3,10.0007467269897,8.81432628631592,11.0630264282227,9.56819629669189,16.9059257507324,16.9575252532959,15.5034265518188,60,IRAK4,NONE
TRUE,2.069928818804,-5.05122280120849,O70305,O70305,Ataxin-2,Atxn2,Color2 [DarkGray],1,4,NA,NA,12,6,3,3,NA,11.7736263275146,13.3658266067505,9.9273567199707,16.7823257446289,17.2935256958008,16.1446266174316,60,IRAK4,NONE
TRUE,2.58369389669539,-3.57569630940755,O70422,O70422,General transcription factor IIH subunit 4,Gtf2h4,Color2 [DarkGray],1,4,NA,NA,4,6,3,3,9.74642658233643,9.82617664337158,10.3873863220215,NA,12.5853261947632,14.1961259841919,13.9056262969971,60,IRAK4,NONE
TRUE,2.10020739133247,-3.52667458852132,O70503,O70503,Very-long-chain 3-oxoacyl-CoA reductase,Hsd17b12,Color2 [DarkGray],1,4,NA,NA,6,7,4,3,13.6211261749268,16.0087261199951,12.8539257049561,14.2008266448975,18.0077266693115,17.9223251342773,17.1634254455566,60,IRAK4,NONE
TRUE,1.41653681226713,-3.38212482134501,O70551;Q9Z0G2,O70551,SRSF protein kinase 1,Srpk1,Color2 [DarkGray],1,4,NA,NA,10,7,4,3,11.9370260238647,15.9664258956909,15.1899261474609,12.4946260452271,17.3017253875732,17.9036254882813,16.6320266723633,60,IRAK4,NONE
TRUE,2.73390306125006,-7.99168268839518,O88342,O88342,WD repeat-containing protein 1,Wdr1,Color2 [DarkGray],1,4,NA,NA,22,6,3,3,13.8247261047363,NA,10.5757761001587,13.5781259536743,20.6555252075195,21.1932258605957,20.1049251556396,60,IRAK4,NONE
TRUE,4.05691846004137,-4.74202537536621,O88398,O88398,Advillin,Avil,Color2 [DarkGray],1,4,NA,NA,39,7,4,3,19.5960254669189,18.5274257659912,19.1605262756348,18.9376258850098,24.1278266906738,24.2245254516602,23.0399265289307,60,IRAK4,NONE
TRUE,1.86901057974382,-2.31826607386271,O88487,O88487,Cytoplasmic dynein 1 intermediate chain 2,Dync1i2,Color2 [DarkGray],1,4,NA,NA,2,5,2,3,12.1806268692017,NA,NA,12.865026473999,14.8039264678955,15.3434257507324,14.3759260177612,60,IRAK4,NONE
TRUE,1.21266273413651,-2.85993321736654,O88522,O88522,NF-kappa-B essential modulator,Ikbkg,Color2 [DarkGray],1,4,NA,NA,2,5,2,3,13.2562265396118,NA,11.3390264511108,NA,15.1388263702393,16.0627269744873,14.271125793457,60,IRAK4,NONE
TRUE,1.82982308244715,-3.62723636627197,O88554,O88554,Poly [ADP-ribose] polymerase 2,Parp2,Color2 [DarkGray],1,4,NA,NA,3,5,2,3,NA,12.9274263381958,NA,11.152886390686,16.0248260498047,15.6820259094238,15.2953262329102,60,IRAK4,NONE
TRUE,4.41369594088859,-5.15684922536214,O88569,O88569,Heterogeneous nuclear ribonucleoproteins A2/B1,Hnrnpa2b1,Color2 [DarkGray],1,4,NA,NA,18,7,4,3,17.177526473999,17.7322254180908,16.9746265411377,16.7031269073486,22.3847255706787,22.8346252441406,21.6918258666992,60,IRAK4,NONE
TRUE,4.64323923061723,5.40169954299927,O88665,O88665,Bromodomain-containing protein 7,Brd7,Color2 [DarkGray],1,4,NA,NA,2,7,4,3,16.9436264038086,17.2327251434326,16.8167266845703,16.1550254821777,11.8817262649536,11.3575267791748,10.9167261123657,60,IRAK4,NONE
TRUE,3.76094659028066,-4.36849975585938,O88738,O88738,Baculoviral IAP repeat-containing protein 6,Birc6,Color2 [DarkGray],1,4,NA,NA,11,6,3,3,8.69707679748535,9.19715595245361,9.37274646759033,NA,13.5128259658813,13.8636264801025,12.9960260391235,60,IRAK4,NONE
